fg_id,part_id,qty_per,bom_level,part_primary_vendor_id
FG-07961,P-000236,5,1,V-03105
FG-07961,P-008391,2,1,V-00571
FG-07962,P-009390,6,1,V-00620
FG-07962,P-008744,4,1,V-00189
FG-07962,P-007031,11,1,V-00108
FG-07962,P-002768,3,1,V-00291
FG-07962,P-004987,7,1,V-00412
FG-07962,P-010544,5,1,V-01744
FG-07962,P-001422,3,1,V-01200
FG-07963,P-010815,8,1,V-02245
FG-07963,P-002400,10,1,V-04260
FG-07963,P-000855,1,1,V-00170
FG-07964,P-011536,2,1,V-00136
FG-07964,P-002167,10,1,V-01196
FG-07964,P-002209,4,1,V-00096
FG-07964,P-010670,6,1,V-00365
FG-07964,P-008142,4,1,V-01088
FG-07965,P-010699,8,1,V-03039
FG-07965,P-001563,7,1,V-00874
FG-07965,P-000966,3,1,V-00220
FG-07965,P-000054,3,1,V-03506
FG-07965,P-011193,2,1,V-00693
FG-07966,P-004678,2,1,V-01970
FG-07966,P-003220,10,1,V-00181
FG-07966,P-002532,12,1,V-03403
FG-07967,P-000953,7,1,V-00982
FG-07967,P-007882,12,1,V-00349
FG-07967,P-002248,6,1,V-00653
FG-07967,P-002521,5,1,V-00811
FG-07967,P-005777,8,1,V-01191
FG-07968,P-003567,5,1,V-00843
FG-07968,P-011985,2,1,V-00062
FG-07968,P-009575,8,1,V-01463
FG-07968,P-011911,8,1,V-02692
FG-07968,P-007427,6,1,V-00938
FG-07969,P-010401,5,1,V-00288
FG-07969,P-000288,9,1,V-00856
FG-07969,P-004037,6,1,V-02886
FG-07969,P-008148,6,1,V-01485
FG-07969,P-009144,5,1,V-00186
FG-07970,P-007349,10,1,V-03260
FG-07970,P-007889,3,1,V-00372
FG-07970,P-010672,9,1,V-00053
FG-07970,P-006641,8,1,V-01131
FG-07970,P-009630,12,1,V-00529
FG-07970,P-011696,9,1,V-00712
FG-07971,P-009762,9,1,V-00474
FG-07971,P-003438,5,1,V-01109
FG-07971,P-003155,9,1,V-01935
FG-07971,P-004928,3,1,V-00915
FG-07971,P-010120,1,1,V-00019
FG-07971,P-003559,9,1,V-00309
FG-07972,P-000529,7,1,V-00540
FG-07972,P-005542,1,1,V-01111
FG-07972,P-007981,11,1,V-00276
FG-07972,P-005641,8,1,V-01158
FG-07973,P-008118,8,1,V-01682
FG-07973,P-010341,6,1,V-00230
FG-07973,P-006535,10,1,V-00840
FG-07974,P-000237,5,1,V-03255
FG-07974,P-003386,9,1,V-02939
FG-07974,P-002305,2,1,V-00587
FG-07974,P-000221,11,1,V-01251
FG-07975,P-004816,2,1,V-00980
FG-07975,P-009379,10,1,V-00856
FG-07975,P-001569,1,1,V-01034
FG-07975,P-003942,10,1,V-01181
FG-07975,P-008454,11,1,V-00855
FG-07975,P-001144,5,1,V-00301
FG-07975,P-001527,12,1,V-02766
FG-07976,P-001896,10,1,V-01271
FG-07976,P-008391,6,1,V-00571
FG-07976,P-001542,4,1,V-00036
FG-07976,P-003656,12,1,V-00766
FG-07976,P-000841,6,1,V-01179
FG-07976,P-008202,3,1,V-00362
FG-07976,P-009819,7,1,V-00709
FG-07977,P-006998,11,1,V-00971
FG-07977,P-009569,12,1,V-00708
FG-07977,P-011896,5,1,V-03823
FG-07977,P-008876,9,1,V-00256
FG-07977,P-003097,9,1,V-04264
FG-07977,P-009913,9,1,V-00237
FG-07977,P-002171,1,1,V-00676
FG-07978,P-008126,3,1,V-00114
FG-07978,P-006265,6,1,V-00249
FG-07978,P-000839,9,1,V-00888
FG-07978,P-005737,10,1,V-03276
FG-07978,P-000495,10,1,V-00348
FG-07979,P-006301,6,1,V-00531
FG-07979,P-010174,8,1,V-03731
FG-07979,P-009002,8,1,V-01167
FG-07980,P-009255,9,1,V-03044
FG-07980,P-005452,3,1,V-00602
FG-07980,P-007260,5,1,V-01047
FG-07980,P-010156,8,1,V-01058
FG-07980,P-002968,10,1,V-00760
FG-07981,P-004755,10,1,V-01042
FG-07981,P-007270,11,1,V-00728
FG-07981,P-010385,9,1,V-01157
FG-07981,P-006474,9,1,V-01147
FG-07981,P-003287,8,1,V-01806
FG-07982,P-000588,5,1,V-00585
FG-07982,P-004510,4,1,V-00506
FG-07982,P-008269,11,1,V-00188
FG-07983,P-002390,8,1,V-00044
FG-07983,P-009789,3,1,V-01188
FG-07983,P-000488,4,1,V-01957
FG-07983,P-005003,4,1,V-00072
FG-07984,P-010250,7,1,V-00256
FG-07984,P-000587,8,1,V-04178
FG-07984,P-004160,9,1,V-02435
FG-07984,P-004063,5,1,V-00891
FG-07985,P-009763,2,1,V-00276
FG-07985,P-005958,6,1,V-00493
FG-07985,P-003029,9,1,V-00958
FG-07985,P-000500,7,1,V-02433
FG-07985,P-000695,7,1,V-01335
FG-07986,P-008714,6,1,V-00329
FG-07986,P-001950,12,1,V-01162
FG-07986,P-010992,2,1,V-04056
FG-07986,P-008041,6,1,V-00657
FG-07986,P-000178,3,1,V-04268
FG-07986,P-005197,7,1,V-03927
FG-07986,P-003372,11,1,V-02424
FG-07987,P-010532,6,1,V-00754
FG-07987,P-001334,12,1,V-01074
FG-07987,P-006383,4,1,V-04275
FG-07988,P-010108,8,1,V-02975
FG-07988,P-002081,1,1,V-03208
FG-07988,P-011734,10,1,V-00798
FG-07988,P-011264,8,1,V-01136
FG-07989,P-005121,6,1,V-01198
FG-07989,P-009257,11,1,V-00367
FG-07989,P-008115,5,1,V-00086
FG-07989,P-011820,7,1,V-02000
FG-07989,P-003196,4,1,V-00697
FG-07990,P-000256,9,1,V-01156
FG-07990,P-010752,1,1,V-00646
FG-07990,P-011702,2,1,V-00079
FG-07990,P-009823,4,1,V-00724
FG-07990,P-006126,1,1,V-00827
FG-07991,P-011064,12,1,V-00637
FG-07991,P-011452,9,1,V-01135
FG-07991,P-005358,10,1,V-01188
FG-07991,P-004606,11,1,V-00509
FG-07991,P-006879,9,1,V-02613
FG-07991,P-006857,5,1,V-00953
FG-07992,P-011606,5,1,V-00710
FG-07992,P-004882,2,1,V-00976
FG-07992,P-011486,10,1,V-00172
FG-07992,P-006943,4,1,V-00510
FG-07992,P-002062,12,1,V-00304
FG-07992,P-008057,1,1,V-00551
FG-07993,P-004077,9,1,V-00568
FG-07993,P-011234,6,1,V-00470
FG-07993,P-006940,7,1,V-04205
FG-07994,P-003430,4,1,V-01345
FG-07994,P-008856,9,1,V-01173
FG-07994,P-005017,10,1,V-00168
FG-07995,P-000945,7,1,V-04023
FG-07995,P-001331,2,1,V-01167
FG-07995,P-002208,4,1,V-00809
FG-07996,P-002899,5,1,V-01831
FG-07996,P-011341,11,1,V-00788
FG-07996,P-004740,7,1,V-00448
FG-07996,P-000801,7,1,V-00152
FG-07996,P-009393,9,1,V-00234
FG-07996,P-008787,9,1,V-03394
FG-07997,P-007550,9,1,V-00697
FG-07997,P-002854,11,1,V-00789
FG-07997,P-004940,6,1,V-00777
FG-07997,P-003344,1,1,V-01791
FG-07997,P-004318,6,1,V-01173
FG-07997,P-001726,10,1,V-00630
FG-07997,P-011042,1,1,V-00125
FG-07998,P-011592,12,1,V-03453
FG-07998,P-006646,11,1,V-00755
FG-07998,P-009062,10,1,V-00355
FG-07999,P-002930,2,1,V-03498
FG-07999,P-001254,12,1,V-00169
FG-07999,P-010412,8,1,V-00271
FG-07999,P-003722,1,1,V-00009
FG-08000,P-008971,10,1,V-00133
FG-08000,P-011942,9,1,V-00328
FG-08000,P-000782,11,1,V-00677
FG-08000,P-000640,3,1,V-01020
FG-08000,P-002455,6,1,V-00308
FG-08000,P-004752,6,1,V-02858
FG-08001,P-006316,6,1,V-00192
FG-08001,P-011625,9,1,V-03556
FG-08001,P-007395,10,1,V-00230
FG-08002,P-006492,6,1,V-00223
FG-08002,P-009040,6,1,V-00235
FG-08002,P-003037,7,1,V-00165
FG-08002,P-002517,3,1,V-00421
FG-08003,P-010730,10,1,V-00004
FG-08003,P-000061,10,1,V-00127
FG-08003,P-010163,5,1,V-00420
FG-08003,P-000279,5,1,V-00388
FG-08003,P-004433,4,1,V-02597
FG-08003,P-001896,11,1,V-01271
FG-08004,P-010609,11,1,V-03821
FG-08004,P-003642,12,1,V-03778
FG-08004,P-004006,3,1,V-01565
FG-08004,P-005181,10,1,V-00833
FG-08005,P-005189,11,1,V-00257
FG-08005,P-009378,9,1,V-00578
FG-08005,P-007415,1,1,V-00578
FG-08005,P-006615,3,1,V-00037
FG-08005,P-011549,12,1,V-00619
FG-08005,P-001048,12,1,V-03272
FG-08006,P-002659,12,1,V-00605
FG-08006,P-008569,12,1,V-01063
FG-08006,P-007415,1,1,V-00578
FG-08006,P-004798,1,1,V-00546
FG-08006,P-007781,10,1,V-01069
FG-08006,P-007437,7,1,V-02864
FG-08007,P-011418,9,1,V-02409
FG-08007,P-010142,10,1,V-00022
FG-08007,P-009923,7,1,V-03705
FG-08007,P-009176,10,1,V-01079
FG-08008,P-006295,11,1,V-00383
FG-08008,P-008880,6,1,V-04267
FG-08008,P-005649,6,1,V-00881
FG-08009,P-002041,11,1,V-00220
FG-08009,P-011443,8,1,V-01504
FG-08009,P-003113,3,1,V-04142
FG-08009,P-008460,6,1,V-00358
FG-08010,P-003664,7,1,V-00011
FG-08010,P-011911,1,1,V-02692
FG-08010,P-004642,6,1,V-01148
FG-08011,P-009976,9,1,V-00383
FG-08011,P-010846,11,1,V-00973
FG-08011,P-001293,4,1,V-00992
FG-08011,P-006468,1,1,V-00735
FG-08011,P-000369,4,1,V-00697
FG-08011,P-010605,8,1,V-01616
FG-08012,P-006675,2,1,V-00036
FG-08012,P-008825,1,1,V-02058
FG-08012,P-002701,5,1,V-00408
FG-08012,P-000730,10,1,V-00290
FG-08012,P-010635,12,1,V-00118
FG-08012,P-002415,1,1,V-04036
FG-08013,P-011792,5,1,V-03521
FG-08013,P-005809,1,1,V-00622
FG-08013,P-010949,10,1,V-01019
FG-08013,P-007169,12,1,V-03725
FG-08013,P-010017,2,1,V-00003
FG-08013,P-009897,4,1,V-00365
FG-08013,P-005573,11,1,V-02745
FG-08014,P-000915,4,1,V-00166
FG-08014,P-011921,8,1,V-00854
FG-08014,P-001444,5,1,V-00134
FG-08014,P-011046,4,1,V-03011
FG-08015,P-008437,1,1,V-00448
FG-08015,P-005254,2,1,V-00626
FG-08015,P-009969,10,1,V-00848
FG-08015,P-003447,8,1,V-00509
FG-08015,P-007027,4,1,V-00029
FG-08015,P-002285,7,1,V-03944
FG-08015,P-011662,8,1,V-00769
FG-08016,P-004336,4,1,V-00873
FG-08016,P-007045,1,1,V-00474
FG-08016,P-007781,10,1,V-01069
FG-08016,P-006488,9,1,V-00922
FG-08016,P-007028,4,1,V-00435
FG-08016,P-010446,4,1,V-01775
FG-08016,P-010706,7,1,V-00677
FG-08017,P-002031,6,1,V-00065
FG-08017,P-000323,6,1,V-00138
FG-08017,P-000172,1,1,V-00440
FG-08017,P-002097,1,1,V-01088
FG-08018,P-001189,4,1,V-01162
FG-08018,P-000218,6,1,V-01178
FG-08018,P-010638,11,1,V-00480
FG-08018,P-008220,12,1,V-01913
FG-08018,P-001834,4,1,V-00830
FG-08019,P-010423,11,1,V-00798
FG-08019,P-002198,10,1,V-00407
FG-08019,P-002830,6,1,V-00955
FG-08019,P-000498,5,1,V-00537
FG-08019,P-006499,9,1,V-00461
FG-08019,P-000978,11,1,V-01952
FG-08020,P-003489,8,1,V-00605
FG-08020,P-008777,3,1,V-00141
FG-08020,P-003514,3,1,V-00228
FG-08020,P-003752,9,1,V-02067
FG-08020,P-007135,10,1,V-00259
FG-08021,P-000072,3,1,V-00216
FG-08021,P-008331,9,1,V-00290
FG-08021,P-008841,11,1,V-01046
FG-08021,P-011371,3,1,V-03226
FG-08021,P-000871,4,1,V-00863
FG-08021,P-011675,2,1,V-00970
FG-08021,P-001194,3,1,V-01095
FG-08022,P-007693,8,1,V-02532
FG-08022,P-004395,6,1,V-00607
FG-08022,P-004661,8,1,V-03739
FG-08022,P-005717,3,1,V-03938
FG-08023,P-007017,1,1,V-02505
FG-08023,P-007989,9,1,V-00675
FG-08023,P-006908,3,1,V-01734
FG-08023,P-006062,5,1,V-01072
FG-08023,P-011439,8,1,V-01713
FG-08023,P-009024,6,1,V-00792
FG-08024,P-005318,10,1,V-03455
FG-08024,P-007737,6,1,V-00426
FG-08024,P-005474,11,1,V-01756
FG-08024,P-010381,7,1,V-00973
FG-08024,P-000481,10,1,V-00422
FG-08024,P-007204,1,1,V-00871
FG-08025,P-002651,3,1,V-00873
FG-08025,P-009229,4,1,V-00307
FG-08025,P-005807,10,1,V-00406
FG-08025,P-007533,2,1,V-00882
FG-08025,P-010272,1,1,V-03111
FG-08025,P-004449,11,1,V-00145
FG-08025,P-008939,6,1,V-01381
FG-08026,P-004633,3,1,V-02963
FG-08026,P-011743,4,1,V-00439
FG-08026,P-000539,7,1,V-00639
FG-08026,P-008006,9,1,V-01163
FG-08026,P-010095,4,1,V-01168
FG-08026,P-009826,12,1,V-01052
FG-08026,P-001277,10,1,V-04167
FG-08027,P-009042,5,1,V-01194
FG-08027,P-008773,9,1,V-00170
FG-08027,P-008911,5,1,V-01030
FG-08027,P-007800,9,1,V-01195
FG-08028,P-010669,7,1,V-00293
FG-08028,P-010264,4,1,V-02962
FG-08028,P-005073,6,1,V-01185
FG-08028,P-005388,6,1,V-00322
FG-08028,P-010588,5,1,V-00866
FG-08028,P-007414,1,1,V-00018
FG-08029,P-002161,7,1,V-00704
FG-08029,P-004552,4,1,V-00281
FG-08029,P-010432,8,1,V-00153
FG-08029,P-011369,5,1,V-03453
FG-08030,P-005752,2,1,V-00338
FG-08030,P-010268,7,1,V-00862
FG-08030,P-005183,11,1,V-00869
FG-08030,P-008930,1,1,V-03452
FG-08030,P-007300,1,1,V-01027
FG-08031,P-001215,5,1,V-00729
FG-08031,P-008678,5,1,V-00265
FG-08031,P-005716,6,1,V-00085
FG-08031,P-002224,6,1,V-02341
FG-08032,P-009591,7,1,V-01438
FG-08032,P-010552,1,1,V-00471
FG-08032,P-011716,11,1,V-03099
FG-08032,P-004732,1,1,V-01122
FG-08032,P-008256,3,1,V-01129
FG-08033,P-007660,3,1,V-01490
FG-08033,P-010297,7,1,V-03108
FG-08033,P-001246,4,1,V-01025
FG-08033,P-003857,8,1,V-00312
FG-08033,P-005105,3,1,V-04183
FG-08034,P-010697,4,1,V-01208
FG-08034,P-006379,3,1,V-01163
FG-08034,P-002846,4,1,V-00497
FG-08034,P-007878,9,1,V-00372
FG-08034,P-008459,8,1,V-00233
FG-08034,P-002287,1,1,V-00288
FG-08035,P-006839,2,1,V-00498
FG-08035,P-007367,2,1,V-00028
FG-08035,P-006688,12,1,V-00307
FG-08036,P-002207,1,1,V-00604
FG-08036,P-002106,2,1,V-00303
FG-08036,P-009175,1,1,V-00161
FG-08036,P-003311,8,1,V-03283
FG-08036,P-006940,8,1,V-04205
FG-08037,P-011844,10,1,V-01037
FG-08037,P-005783,12,1,V-01414
FG-08037,P-003783,3,1,V-00977
FG-08037,P-001724,1,1,V-00530
FG-08037,P-000050,1,1,V-00595
FG-08037,P-003696,8,1,V-00281
FG-08038,P-008084,8,1,V-04178
FG-08038,P-006282,10,1,V-00149
FG-08038,P-001851,10,1,V-00648
FG-08039,P-010436,10,1,V-03610
FG-08039,P-001555,3,1,V-00501
FG-08039,P-004072,10,1,V-00163
FG-08039,P-009082,8,1,V-00455
FG-08040,P-007605,10,1,V-00137
FG-08040,P-004780,7,1,V-00131
FG-08040,P-007267,7,1,V-00610
FG-08040,P-011686,12,1,V-00501
FG-08041,P-002092,7,1,V-00646
FG-08041,P-007385,4,1,V-00884
FG-08041,P-008958,4,1,V-03767
FG-08041,P-001786,3,1,V-00716
FG-08041,P-003558,4,1,V-00617
FG-08042,P-008590,9,1,V-01003
FG-08042,P-010306,6,1,V-04015
FG-08042,P-007776,1,1,V-00392
FG-08042,P-000920,6,1,V-00076
FG-08042,P-001976,12,1,V-04038
FG-08043,P-000826,1,1,V-00621
FG-08043,P-005616,8,1,V-00415
FG-08043,P-003775,9,1,V-00033
FG-08043,P-009552,8,1,V-00877
FG-08043,P-011806,9,1,V-00729
FG-08043,P-002224,3,1,V-02341
FG-08044,P-011882,4,1,V-01055
FG-08044,P-004155,4,1,V-00620
FG-08044,P-011568,11,1,V-00676
FG-08044,P-010983,8,1,V-00473
FG-08045,P-006761,1,1,V-00255
FG-08045,P-005422,10,1,V-00607
FG-08045,P-009227,5,1,V-00969
FG-08045,P-010348,4,1,V-00986
FG-08045,P-000983,3,1,V-00945
FG-08045,P-008600,5,1,V-00136
FG-08046,P-008721,12,1,V-00361
FG-08046,P-010002,3,1,V-00912
FG-08046,P-008148,7,1,V-01485
FG-08046,P-011346,10,1,V-00766
FG-08047,P-005822,1,1,V-00052
FG-08047,P-002086,4,1,V-00943
FG-08047,P-002708,6,1,V-02465
FG-08047,P-011456,5,1,V-01259
FG-08047,P-004023,3,1,V-00376
FG-08047,P-003601,8,1,V-00325
FG-08047,P-003789,1,1,V-01127
FG-08048,P-009846,2,1,V-01939
FG-08048,P-009916,10,1,V-00581
FG-08048,P-010729,6,1,V-02525
FG-08049,P-003901,9,1,V-01602
FG-08049,P-001031,6,1,V-01125
FG-08049,P-001095,7,1,V-00810
FG-08049,P-009792,8,1,V-00759
FG-08049,P-003478,7,1,V-02767
FG-08050,P-003559,11,1,V-00309
FG-08050,P-010549,3,1,V-01110
FG-08050,P-006439,6,1,V-00405
FG-08050,P-000094,4,1,V-01094
FG-08050,P-006018,4,1,V-01515
FG-08050,P-002165,7,1,V-00056
FG-08051,P-003687,12,1,V-02873
FG-08051,P-004105,5,1,V-00313
FG-08051,P-008647,11,1,V-00192
FG-08051,P-001734,11,1,V-00720
FG-08052,P-010236,3,1,V-00762
FG-08052,P-007523,6,1,V-00105
FG-08052,P-004732,3,1,V-01122
FG-08052,P-001191,11,1,V-00400
FG-08052,P-010797,10,1,V-00509
FG-08052,P-008609,8,1,V-01847
FG-08053,P-002704,5,1,V-00446
FG-08053,P-004670,10,1,V-00160
FG-08053,P-001075,12,1,V-01975
FG-08053,P-006907,11,1,V-00605
FG-08053,P-010798,12,1,V-00101
FG-08053,P-010473,4,1,V-00791
FG-08053,P-011978,10,1,V-00083
FG-08054,P-004199,5,1,V-00324
FG-08054,P-011331,2,1,V-02904
FG-08054,P-001132,8,1,V-00478
FG-08054,P-010123,8,1,V-00187
FG-08054,P-000784,2,1,V-00474
FG-08055,P-004747,9,1,V-01357
FG-08055,P-004298,5,1,V-00056
FG-08055,P-010532,7,1,V-00754
FG-08055,P-010462,6,1,V-01185
FG-08055,P-003134,11,1,V-00420
FG-08055,P-005024,10,1,V-00703
FG-08056,P-009058,2,1,V-02307
FG-08056,P-006140,9,1,V-00459
FG-08056,P-004534,12,1,V-00267
FG-08056,P-009102,7,1,V-01035
FG-08056,P-009234,3,1,V-00588
FG-08057,P-001461,9,1,V-00383
FG-08057,P-008089,4,1,V-01063
FG-08057,P-008625,2,1,V-02294
FG-08057,P-004175,5,1,V-04024
FG-08057,P-006352,10,1,V-00594
FG-08058,P-003159,1,1,V-01374
FG-08058,P-000215,5,1,V-01327
FG-08058,P-006769,9,1,V-03934
FG-08059,P-008418,8,1,V-01200
FG-08059,P-000210,5,1,V-00527
FG-08059,P-002562,3,1,V-00513
FG-08059,P-008574,8,1,V-01979
FG-08060,P-003199,10,1,V-01001
FG-08060,P-009296,7,1,V-00696
FG-08060,P-001195,11,1,V-01618
FG-08060,P-004872,6,1,V-00497
FG-08060,P-008298,1,1,V-00037
FG-08061,P-006820,2,1,V-01483
FG-08061,P-008293,9,1,V-00997
FG-08061,P-005404,9,1,V-02205
FG-08061,P-005457,11,1,V-00413
FG-08061,P-007979,12,1,V-03495
FG-08061,P-007390,12,1,V-00427
FG-08061,P-003489,10,1,V-00605
FG-08062,P-002603,4,1,V-02907
FG-08062,P-011565,5,1,V-00994
FG-08062,P-005655,1,1,V-00915
FG-08062,P-003280,10,1,V-00935
FG-08062,P-002553,11,1,V-02194
FG-08062,P-000312,9,1,V-00864
FG-08063,P-001585,5,1,V-01193
FG-08063,P-008304,2,1,V-00322
FG-08063,P-008816,7,1,V-01188
FG-08063,P-000823,2,1,V-01615
FG-08063,P-008724,11,1,V-00109
FG-08064,P-009005,3,1,V-00044
FG-08064,P-011815,3,1,V-01113
FG-08064,P-009404,6,1,V-00893
FG-08064,P-000929,5,1,V-00667
FG-08064,P-002915,7,1,V-00900
FG-08064,P-009299,12,1,V-00860
FG-08065,P-011294,11,1,V-00101
FG-08065,P-001868,2,1,V-00585
FG-08065,P-002207,4,1,V-00604
FG-08065,P-002214,5,1,V-00752
FG-08066,P-002437,2,1,V-02939
FG-08066,P-007714,11,1,V-03452
FG-08066,P-002798,8,1,V-00957
FG-08066,P-007683,12,1,V-00832
FG-08066,P-002321,11,1,V-00449
FG-08067,P-002490,7,1,V-02070
FG-08067,P-011429,10,1,V-03699
FG-08067,P-003027,12,1,V-02776
FG-08067,P-008035,4,1,V-01353
FG-08067,P-004712,4,1,V-03714
FG-08067,P-006910,3,1,V-00725
FG-08068,P-001083,9,1,V-02798
FG-08068,P-009509,4,1,V-00354
FG-08068,P-000628,2,1,V-02273
FG-08068,P-005499,7,1,V-03639
FG-08068,P-008007,4,1,V-02855
FG-08069,P-003694,7,1,V-00881
FG-08069,P-000588,10,1,V-00585
FG-08069,P-007324,1,1,V-00665
FG-08069,P-009657,7,1,V-01144
FG-08069,P-005319,10,1,V-01056
FG-08069,P-006574,8,1,V-00759
FG-08069,P-009395,5,1,V-00597
FG-08070,P-008530,5,1,V-00932
FG-08070,P-001033,2,1,V-00662
FG-08070,P-008711,5,1,V-00510
FG-08070,P-002992,1,1,V-00774
FG-08070,P-007731,6,1,V-00336
FG-08071,P-007094,2,1,V-01119
FG-08071,P-009406,10,1,V-00990
FG-08071,P-009496,9,1,V-03506
FG-08071,P-003211,9,1,V-00104
FG-08071,P-010264,1,1,V-02962
FG-08071,P-004036,12,1,V-02059
FG-08071,P-009469,10,1,V-00257
FG-08072,P-001456,12,1,V-04112
FG-08072,P-003195,12,1,V-00004
FG-08072,P-011460,9,1,V-02809
FG-08072,P-009513,2,1,V-04034
FG-08073,P-002638,12,1,V-00913
FG-08073,P-010553,8,1,V-00689
FG-08073,P-011920,5,1,V-01475
FG-08073,P-010266,10,1,V-01034
FG-08073,P-000248,6,1,V-02942
FG-08074,P-002880,8,1,V-00029
FG-08074,P-000568,4,1,V-00596
FG-08074,P-008903,4,1,V-00807
FG-08074,P-009759,4,1,V-01238
FG-08074,P-005251,5,1,V-00687
FG-08074,P-011935,1,1,V-00065
FG-08074,P-004426,7,1,V-00430
FG-08075,P-006241,11,1,V-01036
FG-08075,P-011351,5,1,V-00264
FG-08075,P-006319,9,1,V-01727
FG-08075,P-002577,12,1,V-01244
FG-08076,P-006320,3,1,V-03875
FG-08076,P-009248,1,1,V-01153
FG-08076,P-009553,1,1,V-00095
FG-08076,P-010805,8,1,V-01249
FG-08076,P-002088,6,1,V-01347
FG-08076,P-004134,12,1,V-03826
FG-08077,P-004212,7,1,V-03866
FG-08077,P-001023,3,1,V-00354
FG-08077,P-011456,10,1,V-01259
FG-08077,P-003168,8,1,V-03569
FG-08077,P-008402,6,1,V-00014
FG-08078,P-010341,12,1,V-00230
FG-08078,P-000307,6,1,V-01057
FG-08078,P-008099,4,1,V-02578
FG-08078,P-000748,8,1,V-00028
FG-08079,P-006889,12,1,V-03391
FG-08079,P-003739,7,1,V-02402
FG-08079,P-006196,5,1,V-00538
FG-08079,P-000158,5,1,V-00737
FG-08079,P-003093,10,1,V-03330
FG-08080,P-006707,11,1,V-01059
FG-08080,P-006634,7,1,V-01918
FG-08080,P-000417,2,1,V-00574
FG-08081,P-003933,5,1,V-00468
FG-08081,P-003262,5,1,V-00550
FG-08081,P-007800,3,1,V-01195
FG-08082,P-000421,1,1,V-03496
FG-08082,P-004087,4,1,V-00584
FG-08082,P-002275,3,1,V-03468
FG-08082,P-011265,10,1,V-00293
FG-08082,P-002752,8,1,V-00408
FG-08082,P-010207,8,1,V-00868
FG-08082,P-002779,7,1,V-01135
FG-08083,P-007773,3,1,V-00196
FG-08083,P-007309,7,1,V-00007
FG-08083,P-003484,2,1,V-00020
FG-08083,P-001097,9,1,V-00381
FG-08084,P-011908,4,1,V-00401
FG-08084,P-005055,4,1,V-00595
FG-08084,P-008923,4,1,V-01086
FG-08084,P-010673,4,1,V-00692
FG-08084,P-004613,6,1,V-00080
FG-08085,P-011646,5,1,V-00121
FG-08085,P-000656,7,1,V-02282
FG-08085,P-006816,1,1,V-01644
FG-08085,P-006783,12,1,V-00838
FG-08086,P-003913,4,1,V-01085
FG-08086,P-007919,9,1,V-01173
FG-08086,P-002797,7,1,V-00748
FG-08086,P-009279,1,1,V-00081
FG-08086,P-006869,5,1,V-00337
FG-08086,P-000477,6,1,V-00493
FG-08086,P-010595,9,1,V-04208
FG-08087,P-001241,12,1,V-01114
FG-08087,P-005175,4,1,V-00217
FG-08087,P-002547,10,1,V-01152
FG-08087,P-000974,3,1,V-00135
FG-08087,P-008946,9,1,V-00991
FG-08087,P-005224,1,1,V-00839
FG-08087,P-009990,12,1,V-01128
FG-08088,P-003768,11,1,V-02222
FG-08088,P-011130,5,1,V-00700
FG-08088,P-002044,2,1,V-00831
FG-08088,P-001763,1,1,V-00271
FG-08089,P-001342,1,1,V-03492
FG-08089,P-005489,2,1,V-00310
FG-08089,P-008136,4,1,V-01723
FG-08089,P-011840,12,1,V-00564
FG-08090,P-008676,6,1,V-00420
FG-08090,P-006326,5,1,V-00530
FG-08090,P-006646,6,1,V-00755
FG-08090,P-001925,10,1,V-03673
FG-08091,P-010234,1,1,V-00636
FG-08091,P-004401,1,1,V-00701
FG-08091,P-009567,10,1,V-01580
FG-08091,P-007441,10,1,V-00512
FG-08091,P-009331,11,1,V-03290
FG-08091,P-000321,12,1,V-00118
FG-08091,P-005436,5,1,V-00098
FG-08092,P-008364,11,1,V-02355
FG-08092,P-010927,9,1,V-02979
FG-08092,P-010299,12,1,V-00900
FG-08092,P-008647,8,1,V-00192
FG-08092,P-003249,5,1,V-01799
FG-08093,P-010147,11,1,V-00235
FG-08093,P-003425,6,1,V-00812
FG-08093,P-002375,2,1,V-00628
FG-08094,P-005986,1,1,V-01144
FG-08094,P-003078,6,1,V-00978
FG-08094,P-007919,5,1,V-01173
FG-08094,P-000384,4,1,V-00490
FG-08095,P-000226,4,1,V-00837
FG-08095,P-003458,8,1,V-02198
FG-08095,P-006047,8,1,V-00275
FG-08095,P-006429,8,1,V-00439
FG-08095,P-001727,8,1,V-01068
FG-08096,P-001339,4,1,V-00475
FG-08096,P-003060,5,1,V-00455
FG-08096,P-006172,5,1,V-00460
FG-08096,P-005621,4,1,V-00226
FG-08097,P-007133,1,1,V-01186
FG-08097,P-011137,4,1,V-01024
FG-08097,P-007343,11,1,V-01154
FG-08098,P-003719,7,1,V-04263
FG-08098,P-004305,8,1,V-00528
FG-08098,P-000490,4,1,V-00005
FG-08098,P-007524,2,1,V-00202
FG-08098,P-007959,10,1,V-00043
FG-08099,P-007935,5,1,V-02673
FG-08099,P-007197,8,1,V-00640
FG-08099,P-001516,7,1,V-00421
FG-08100,P-009488,3,1,V-01732
FG-08100,P-003290,1,1,V-00563
FG-08100,P-010631,5,1,V-00250
FG-08100,P-009759,7,1,V-01238
FG-08100,P-004837,8,1,V-00861
FG-08100,P-005255,1,1,V-03619
FG-08101,P-006443,8,1,V-00729
FG-08101,P-011710,11,1,V-00119
FG-08101,P-006080,8,1,V-02757
FG-08101,P-006579,1,1,V-00841
FG-08101,P-009033,1,1,V-00923
FG-08102,P-008735,12,1,V-00259
FG-08102,P-005772,9,1,V-02876
