plant_id,part_id,on_hand_qty,days_cover,in_transit_qty,safety_stock_qty,as_of_date
PL-16,P-001659,32489,8,2182,729,2026-09-15
PL-11,P-008549,27305,31,14415,264,2026-09-15
PL-11,P-008462,5042,2,12914,604,2026-09-15
PL-04,P-008708,6439,32,2052,262,2026-09-15
PL-12,P-002641,31681,4,16324,1878,2026-09-15
PL-13,P-006570,21063,23,11065,1800,2026-09-15
PL-08,P-002094,947,9,8920,816,2026-09-15
PL-16,P-002648,21162,9,17333,702,2026-09-15
PL-04,P-010030,25882,16,8958,1471,2026-09-15
PL-02,P-009879,6744,33,17373,270,2026-09-15
PL-07,P-007129,17155,41,10135,740,2026-09-15
PL-03,P-006196,32882,22,2113,194,2026-09-15
PL-11,P-000801,38601,14,3224,810,2026-09-15
PL-14,P-005616,15562,21,16475,688,2026-09-15
PL-03,P-009118,34494,13,3491,662,2026-09-15
PL-18,P-000905,12742,14,1830,87,2026-09-15
PL-06,P-003973,7966,24,8235,140,2026-09-15
PL-05,P-001877,24971,39,4967,68,2026-09-15
PL-18,P-009035,19935,37,11307,1311,2026-09-15
PL-07,P-000389,9960,30,9617,716,2026-09-15
PL-08,P-011055,27902,38,7933,1766,2026-09-15
PL-07,P-008104,15468,42,1166,1577,2026-09-15
PL-07,P-006096,34021,42,17705,707,2026-09-15
PL-08,P-004073,24884,36,15630,1454,2026-09-15
PL-11,P-001238,21794,5,14068,688,2026-09-15
PL-18,P-004211,39885,40,491,195,2026-09-15
PL-14,P-011331,10778,35,13154,105,2026-09-15
PL-19,P-011709,14529,20,3493,384,2026-09-15
PL-18,P-009346,8669,40,3307,1664,2026-09-15
PL-13,P-006472,25185,36,3980,1683,2026-09-15
PL-09,P-007904,10148,21,13139,1218,2026-09-15
PL-15,P-002625,30635,28,1880,1420,2026-09-15
PL-16,P-008525,1861,38,8462,360,2026-09-15
PL-04,P-002153,26766,12,11926,828,2026-09-15
PL-18,P-002181,22903,15,14950,521,2026-09-15
PL-11,P-011743,10202,12,11205,1138,2026-09-15
PL-03,P-003693,20185,15,3847,1786,2026-09-15
PL-20,P-004891,15249,5,634,1457,2026-09-15
PL-14,P-009555,8067,12,605,983,2026-09-15
PL-08,P-002328,18548,3,3451,176,2026-09-15
PL-19,P-011733,11609,30,16757,480,2026-09-15
PL-07,P-002832,35782,8,8316,413,2026-09-15
PL-17,P-011010,2844,2,3891,1795,2026-09-15
PL-08,P-003499,24848,3,13121,409,2026-09-15
PL-19,P-000437,9426,16,15072,670,2026-09-15
PL-17,P-003511,19831,11,6096,27,2026-09-15
PL-18,P-000448,25037,32,7530,1589,2026-09-15
PL-15,P-008489,10185,38,13308,645,2026-09-15
PL-04,P-002208,925,7,2992,1438,2026-09-15
PL-17,P-007483,9480,36,4148,1673,2026-09-15
PL-12,P-002754,7963,13,12475,266,2026-09-15
PL-03,P-005651,8096,16,8896,220,2026-09-15
PL-02,P-006495,28565,17,891,1564,2026-09-15
PL-15,P-006711,34231,12,14961,658,2026-09-15
PL-15,P-002620,7886,41,9324,1478,2026-09-15
PL-04,P-010213,37617,32,4886,1283,2026-09-15
PL-13,P-002998,3642,13,17294,1295,2026-09-15
PL-02,P-007694,292,27,17721,68,2026-09-15
PL-06,P-000112,3934,42,13870,391,2026-09-15
PL-17,P-000790,8832,27,11842,1646,2026-09-15
PL-02,P-007606,32469,22,12984,465,2026-09-15
PL-06,P-007353,32385,41,13827,429,2026-09-15
PL-01,P-000993,10519,12,4761,432,2026-09-15
PL-01,P-000642,920,8,16467,997,2026-09-15
PL-15,P-011098,15037,13,1237,208,2026-09-15
PL-11,P-005661,28033,12,11524,1383,2026-09-15
PL-09,P-001793,22259,6,15297,605,2026-09-15
PL-20,P-003678,32701,12,7303,781,2026-09-15
PL-07,P-006585,36200,14,14172,499,2026-09-15
PL-02,P-007028,24361,1,11667,230,2026-09-15
PL-12,P-005628,31405,3,1348,955,2026-09-15
PL-08,P-009217,5680,37,1553,345,2026-09-15
PL-10,P-011706,29334,3,7231,138,2026-09-15
PL-13,P-010433,17396,4,12610,458,2026-09-15
PL-14,P-008770,37755,28,7397,706,2026-09-15
PL-05,P-009493,19602,1,1033,702,2026-09-15
PL-15,P-001571,32517,25,7791,375,2026-09-15
PL-10,P-000307,33859,17,16211,521,2026-09-15
PL-02,P-005969,11084,18,706,672,2026-09-15
PL-01,P-001917,20491,31,3243,1362,2026-09-15
PL-05,P-004464,37200,4,3888,109,2026-09-15
PL-11,P-010167,15463,3,16973,918,2026-09-15
PL-20,P-002525,6060,41,3612,572,2026-09-15
PL-13,P-002080,21198,39,13570,1398,2026-09-15
PL-19,P-000277,29374,37,5075,972,2026-09-15
PL-16,P-006994,35712,11,10308,484,2026-09-15
PL-01,P-009102,29670,34,1942,1270,2026-09-15
PL-10,P-009516,14452,13,4605,1793,2026-09-15
PL-15,P-005717,23249,41,5401,888,2026-09-15
PL-06,P-004373,9196,9,1919,586,2026-09-15
PL-01,P-007304,21136,29,7558,357,2026-09-15
PL-04,P-010205,18404,28,2605,164,2026-09-15
PL-02,P-010240,7419,10,10521,460,2026-09-15
PL-02,P-008371,13387,14,316,75,2026-09-15
PL-18,P-005994,24344,30,5023,580,2026-09-15
PL-20,P-003832,14673,31,13054,496,2026-09-15
PL-18,P-002757,3540,9,2919,1577,2026-09-15
PL-15,P-000170,22940,22,10448,930,2026-09-15
PL-19,P-008364,32761,18,16399,1033,2026-09-15
PL-04,P-007799,18896,28,1369,950,2026-09-15
PL-19,P-005072,37497,3,7270,829,2026-09-15
PL-02,P-003451,16483,3,10467,1804,2026-09-15
PL-13,P-009754,26858,18,14155,1401,2026-09-15
PL-05,P-001975,3770,1,723,1417,2026-09-15
PL-02,P-004078,23078,37,3919,1670,2026-09-15
PL-05,P-008528,15922,15,1618,53,2026-09-15
PL-08,P-002224,4034,16,6221,67,2026-09-15
PL-16,P-006212,34607,17,4997,158,2026-09-15
PL-09,P-010707,38147,23,14483,176,2026-09-15
PL-04,P-005228,18232,33,5245,256,2026-09-15
PL-02,P-009873,1035,30,5150,735,2026-09-15
PL-09,P-002597,17369,16,6846,401,2026-09-15
PL-09,P-005620,33312,9,17585,1218,2026-09-15
PL-20,P-004526,19754,24,6932,570,2026-09-15
PL-06,P-010913,28878,41,7413,124,2026-09-15
PL-05,P-002463,19227,18,908,300,2026-09-15
PL-05,P-011656,13102,19,708,1591,2026-09-15
PL-07,P-000926,12997,37,9761,1707,2026-09-15
PL-11,P-010483,268,17,813,589,2026-09-15
PL-06,P-006144,1600,2,6122,538,2026-09-15
PL-12,P-005024,9637,22,4179,1875,2026-09-15
PL-10,P-007596,35930,28,16704,664,2026-09-15
PL-02,P-000224,9530,27,35,1317,2026-09-15
PL-14,P-011487,5706,29,17181,538,2026-09-15
PL-20,P-001253,8795,37,13267,1187,2026-09-15
PL-03,P-008249,33778,0,14129,138,2026-09-15
PL-19,P-008599,5021,9,2307,374,2026-09-15
PL-17,P-011106,30605,39,11100,1987,2026-09-15
PL-19,P-003881,28893,25,4420,1089,2026-09-15
PL-19,P-005778,13324,0,10439,178,2026-09-15
PL-05,P-001961,14055,21,7197,1602,2026-09-15
PL-02,P-002390,3749,26,8924,1236,2026-09-15
PL-17,P-007906,31851,36,1619,2112,2026-09-15
PL-09,P-011634,9702,13,3836,163,2026-09-15
PL-13,P-008375,326,15,10531,1212,2026-09-15
PL-10,P-010263,4030,14,12546,1586,2026-09-15
PL-20,P-009979,26866,25,16858,591,2026-09-15
PL-17,P-011965,25697,2,5206,329,2026-09-15
PL-13,P-008188,33832,1,8432,258,2026-09-15
PL-05,P-002692,17322,18,14658,401,2026-09-15
PL-18,P-001348,6588,3,745,783,2026-09-15
PL-13,P-006495,23536,23,8128,1386,2026-09-15
PL-10,P-011351,13288,7,11494,402,2026-09-15
PL-18,P-010941,24532,25,9825,932,2026-09-15
PL-20,P-003556,35787,28,1243,76,2026-09-15
PL-03,P-000157,9190,18,14015,627,2026-09-15
PL-03,P-009485,21061,30,15072,341,2026-09-15
PL-11,P-010583,22145,7,6685,206,2026-09-15
PL-12,P-002885,12524,24,8517,1342,2026-09-15
PL-09,P-007479,9172,13,4372,314,2026-09-15
PL-12,P-006704,30581,42,15696,589,2026-09-15
PL-16,P-007257,15273,38,5271,59,2026-09-15
PL-05,P-011550,21830,27,7913,886,2026-09-15
PL-19,P-009710,19829,9,4188,111,2026-09-15
PL-16,P-009188,6267,33,1621,397,2026-09-15
PL-05,P-003173,23199,3,11464,686,2026-09-15
PL-05,P-003648,1870,15,7072,278,2026-09-15
PL-15,P-008711,9141,9,2440,177,2026-09-15
PL-09,P-009498,35950,26,7493,55,2026-09-15
PL-04,P-000373,17426,28,16564,142,2026-09-15
PL-13,P-001848,2619,30,1153,296,2026-09-15
PL-16,P-009583,11020,4,17738,333,2026-09-15
PL-10,P-001649,15790,37,17138,580,2026-09-15
PL-20,P-004736,32222,24,13990,1343,2026-09-15
PL-07,P-002842,37034,9,2193,754,2026-09-15
PL-16,P-004050,32105,3,3078,888,2026-09-15
PL-14,P-002932,7707,7,2481,771,2026-09-15
PL-03,P-006741,7669,30,17105,1825,2026-09-15
PL-19,P-005536,4720,4,6584,1267,2026-09-15
PL-05,P-002592,11055,24,3740,306,2026-09-15
PL-08,P-010481,29294,30,8598,640,2026-09-15
PL-03,P-010967,5208,25,6163,89,2026-09-15
PL-03,P-009997,8114,13,8680,403,2026-09-15
PL-17,P-007332,30356,4,10288,551,2026-09-15
PL-04,P-000594,36242,30,14868,292,2026-09-15
PL-12,P-006358,35689,17,2389,244,2026-09-15
PL-07,P-011149,21146,35,6528,759,2026-09-15
PL-01,P-009660,20607,4,10713,1355,2026-09-15
PL-04,P-006806,17261,37,4279,207,2026-09-15
PL-09,P-009227,19912,32,17170,943,2026-09-15
PL-18,P-011217,30412,37,17724,964,2026-09-15
PL-06,P-000625,37323,2,7695,407,2026-09-15
PL-19,P-000707,1505,40,6843,803,2026-09-15
PL-11,P-011015,1680,36,2384,481,2026-09-15
PL-19,P-002922,8852,12,15391,1250,2026-09-15
PL-01,P-006063,30231,14,987,194,2026-09-15
PL-13,P-007512,18494,14,9134,1386,2026-09-15
PL-20,P-010797,13344,19,17853,694,2026-09-15
PL-11,P-007429,1917,39,285,717,2026-09-15
PL-12,P-002478,25065,22,6929,282,2026-09-15
PL-18,P-000383,10527,35,17962,1212,2026-09-15
PL-18,P-000543,33848,5,3905,146,2026-09-15
PL-01,P-011038,6243,2,11030,703,2026-09-15
PL-19,P-001682,37867,12,7083,467,2026-09-15
PL-03,P-005496,17616,12,8162,611,2026-09-15
PL-07,P-011124,39275,8,5087,221,2026-09-15
PL-19,P-004634,819,40,465,808,2026-09-15
PL-02,P-004170,1775,41,5995,217,2026-09-15
PL-01,P-009867,34901,18,6514,320,2026-09-15
PL-04,P-003068,25898,16,16983,999,2026-09-15
PL-15,P-005880,10665,18,10135,1725,2026-09-15
PL-10,P-001257,26335,21,84,420,2026-09-15
PL-18,P-007916,22572,32,5786,82,2026-09-15
PL-07,P-010073,5727,28,14159,304,2026-09-15
PL-09,P-004160,3000,24,12885,735,2026-09-15
PL-01,P-001960,29280,2,1651,823,2026-09-15
PL-07,P-006794,28293,18,14902,664,2026-09-15
PL-20,P-007259,14552,4,15247,1032,2026-09-15
PL-04,P-008280,15914,13,17600,957,2026-09-15
PL-05,P-000631,20840,10,10016,557,2026-09-15
PL-11,P-002445,22125,13,11231,1778,2026-09-15
PL-19,P-008180,12490,40,5135,191,2026-09-15
PL-05,P-004907,39540,11,4055,550,2026-09-15
PL-12,P-005338,535,33,1781,307,2026-09-15
PL-10,P-010434,3941,40,11012,197,2026-09-15
PL-06,P-006577,37035,13,2298,446,2026-09-15
PL-04,P-007770,9726,28,11899,928,2026-09-15
PL-11,P-007002,26471,33,12218,1560,2026-09-15
PL-12,P-007514,23359,32,5892,227,2026-09-15
PL-07,P-002894,8603,30,1242,659,2026-09-15
PL-16,P-005600,34211,1,5756,460,2026-09-15
PL-11,P-009274,17135,26,1773,1220,2026-09-15
PL-02,P-011945,32153,5,17595,615,2026-09-15
PL-19,P-007527,28580,29,6082,133,2026-09-15
PL-11,P-000829,11287,16,2461,127,2026-09-15
PL-10,P-011174,5696,16,11716,1642,2026-09-15
PL-16,P-002568,9180,33,714,136,2026-09-15
PL-18,P-008837,9867,19,11239,1674,2026-09-15
PL-07,P-007036,981,2,10412,1563,2026-09-15
PL-11,P-002469,6801,33,14890,366,2026-09-15
PL-06,P-000621,37804,39,7634,643,2026-09-15
PL-03,P-001906,39930,33,1264,464,2026-09-15
PL-12,P-005139,28725,40,15048,518,2026-09-15
PL-19,P-007808,15870,29,1604,290,2026-09-15
PL-12,P-002312,15812,30,3567,612,2026-09-15
PL-16,P-006045,36341,26,5792,92,2026-09-15
PL-08,P-002341,1518,20,10460,238,2026-09-15
PL-15,P-011604,20892,13,12646,795,2026-09-15
PL-06,P-002142,37843,29,15728,45,2026-09-15
PL-16,P-011054,14832,9,11608,739,2026-09-15
PL-10,P-001827,16614,42,5120,926,2026-09-15
PL-05,P-003668,26727,34,11415,694,2026-09-15
PL-10,P-010966,10300,7,4619,310,2026-09-15
PL-09,P-008225,9839,34,1852,348,2026-09-15
PL-19,P-003209,22680,40,1734,224,2026-09-15
PL-01,P-001590,11896,18,9185,473,2026-09-15
PL-08,P-008825,18786,40,15459,490,2026-09-15
PL-02,P-010105,7545,37,14345,1608,2026-09-15
PL-15,P-009722,33476,7,5225,536,2026-09-15
PL-07,P-001875,17885,21,11493,1345,2026-09-15
PL-14,P-000508,8011,31,15713,1502,2026-09-15
PL-20,P-011000,11435,40,3029,54,2026-09-15
PL-02,P-006165,14022,18,4835,436,2026-09-15
PL-14,P-003821,10936,23,1650,1750,2026-09-15
PL-19,P-005876,14224,42,12771,1448,2026-09-15
PL-14,P-008235,335,1,6554,996,2026-09-15
PL-14,P-003601,39275,30,2361,194,2026-09-15
PL-14,P-010155,36348,17,15377,527,2026-09-15
PL-08,P-008930,30131,26,1737,1523,2026-09-15
PL-11,P-000161,18962,22,11965,909,2026-09-15
PL-11,P-006802,5294,37,14506,650,2026-09-15
PL-11,P-004418,25268,24,564,326,2026-09-15
PL-06,P-009635,22315,30,13347,970,2026-09-15
PL-12,P-008914,972,28,17535,98,2026-09-15
PL-18,P-000441,12921,6,13359,334,2026-09-15
PL-04,P-001091,13997,10,2165,1070,2026-09-15
PL-03,P-010485,21164,19,10008,1850,2026-09-15
PL-18,P-007919,4508,30,6708,693,2026-09-15
PL-15,P-002041,23943,36,3005,399,2026-09-15
PL-14,P-000484,15779,0,6200,1410,2026-09-15
PL-13,P-009829,3286,4,7976,977,2026-09-15
PL-18,P-006153,20240,21,13181,320,2026-09-15
PL-09,P-001668,29771,0,16253,1439,2026-09-15
PL-20,P-004368,25101,38,898,100,2026-09-15
PL-11,P-001937,6437,37,11639,200,2026-09-15
PL-12,P-001150,31920,28,7093,1018,2026-09-15
PL-13,P-004377,12608,11,13487,739,2026-09-15
PL-15,P-008354,34491,9,2957,720,2026-09-15
PL-04,P-007823,36939,3,11939,1371,2026-09-15
PL-03,P-004758,9424,13,16359,488,2026-09-15
PL-13,P-007407,19124,22,7656,254,2026-09-15
PL-14,P-007030,23810,31,12931,310,2026-09-15
PL-06,P-004813,9599,10,12916,730,2026-09-15
PL-18,P-009650,34303,22,15112,1632,2026-09-15
PL-20,P-008128,26627,2,1372,863,2026-09-15
PL-08,P-011841,2055,25,7738,1103,2026-09-15
PL-15,P-006868,140,7,14374,1156,2026-09-15
PL-15,P-004577,37824,1,11280,572,2026-09-15
PL-07,P-006732,1729,12,6141,509,2026-09-15
PL-02,P-009724,21655,29,6305,658,2026-09-15
PL-02,P-007651,10116,14,4675,916,2026-09-15
PL-12,P-002382,31520,34,9287,67,2026-09-15
PL-15,P-003685,31530,38,17723,289,2026-09-15
PL-15,P-006490,5261,30,10323,1154,2026-09-15
PL-01,P-002351,4333,3,17658,259,2026-09-15
PL-07,P-008752,30240,41,9876,366,2026-09-15
PL-05,P-003917,7277,38,1606,293,2026-09-15
PL-01,P-010955,25052,22,131,450,2026-09-15
PL-13,P-004250,20775,1,1677,673,2026-09-15
PL-01,P-003729,27691,19,11054,557,2026-09-15
PL-11,P-003767,20546,34,14620,766,2026-09-15
PL-17,P-007825,34527,22,3741,142,2026-09-15
PL-06,P-008047,33025,22,4777,547,2026-09-15
PL-12,P-007966,24486,0,10174,1192,2026-09-15
PL-10,P-008684,31906,32,12658,846,2026-09-15
PL-14,P-003330,12800,42,4957,339,2026-09-15
PL-09,P-007924,5184,1,9981,357,2026-09-15
PL-03,P-005738,28694,2,7128,538,2026-09-15
PL-05,P-009664,12095,39,10537,781,2026-09-15
PL-19,P-011603,1403,25,14652,160,2026-09-15
PL-10,P-010368,19297,35,14708,141,2026-09-15
PL-19,P-000697,28883,33,8674,564,2026-09-15
PL-03,P-002455,35696,29,17980,1566,2026-09-15
PL-02,P-005815,33580,41,17144,83,2026-09-15
PL-20,P-005744,35272,20,12318,902,2026-09-15
PL-02,P-000378,19666,3,15884,930,2026-09-15
PL-02,P-001492,7297,6,3715,735,2026-09-15
PL-06,P-002058,36078,9,7714,713,2026-09-15
PL-20,P-006611,3300,26,1782,217,2026-09-15
PL-18,P-001464,39756,36,12719,608,2026-09-15
PL-10,P-000601,20175,25,13713,612,2026-09-15
PL-08,P-011978,23455,32,13243,1606,2026-09-15
PL-05,P-008795,8785,28,7470,1359,2026-09-15
PL-10,P-011785,22501,0,9728,25,2026-09-15
PL-09,P-000440,27463,38,11537,73,2026-09-15
PL-03,P-008158,24867,31,5966,679,2026-09-15
PL-18,P-007210,9756,25,1073,909,2026-09-15
PL-13,P-001081,18941,39,16874,497,2026-09-15
PL-11,P-006694,25819,10,16828,46,2026-09-15
PL-12,P-010247,23371,6,16371,530,2026-09-15
PL-05,P-006425,6795,34,13643,707,2026-09-15
PL-04,P-008510,33350,23,17478,255,2026-09-15
PL-03,P-011022,31602,28,1904,101,2026-09-15
PL-09,P-003849,27721,20,13197,466,2026-09-15
PL-07,P-001988,5455,3,5763,607,2026-09-15
PL-04,P-010903,31283,42,15299,998,2026-09-15
PL-07,P-002752,9543,35,14499,548,2026-09-15
PL-13,P-004151,36660,30,582,1262,2026-09-15
PL-06,P-004492,11189,24,17841,644,2026-09-15
PL-06,P-007776,122,34,10730,1014,2026-09-15
PL-15,P-011325,33917,34,4610,630,2026-09-15
PL-06,P-000308,15723,9,8321,233,2026-09-15
PL-05,P-010402,16760,34,6521,1307,2026-09-15
PL-06,P-011081,22130,25,14125,114,2026-09-15
PL-16,P-011494,2212,34,3482,1166,2026-09-15
PL-04,P-008576,6531,40,11249,693,2026-09-15
PL-12,P-003617,22176,38,15240,1073,2026-09-15
PL-02,P-011721,39987,20,6243,244,2026-09-15
PL-06,P-003263,21307,8,6715,288,2026-09-15
PL-06,P-006194,8590,10,11757,281,2026-09-15
PL-10,P-011797,7102,26,12878,270,2026-09-15
PL-04,P-006805,34843,38,7829,706,2026-09-15
PL-11,P-002588,26136,17,11489,276,2026-09-15
PL-14,P-010015,33583,16,15429,166,2026-09-15
PL-11,P-001430,15787,28,12567,652,2026-09-15
PL-19,P-003653,16867,2,6308,157,2026-09-15
PL-09,P-002820,30866,40,9924,524,2026-09-15
PL-17,P-011894,12171,20,7799,790,2026-09-15
PL-07,P-007654,34484,1,2599,713,2026-09-15
PL-16,P-000560,28288,42,9611,198,2026-09-15
PL-18,P-002901,12567,21,10559,156,2026-09-15
PL-05,P-010815,33291,40,4245,122,2026-09-15
PL-08,P-006826,21371,13,13475,115,2026-09-15
PL-05,P-004298,38947,0,11123,1208,2026-09-15
PL-01,P-006309,27384,2,15957,1322,2026-09-15
PL-01,P-009777,35948,33,10995,313,2026-09-15
PL-04,P-011842,8977,4,15065,377,2026-09-15
PL-10,P-000375,14339,42,9761,353,2026-09-15
PL-20,P-002751,39207,5,10438,635,2026-09-15
PL-12,P-001428,33516,0,5263,284,2026-09-15
PL-06,P-006210,39100,25,3910,891,2026-09-15
PL-07,P-008047,36166,40,13169,377,2026-09-15
PL-13,P-004613,20845,3,11929,1412,2026-09-15
PL-10,P-002443,30534,3,6518,816,2026-09-15
PL-13,P-004866,10226,42,10637,321,2026-09-15
PL-03,P-004071,35379,14,6044,1803,2026-09-15
PL-06,P-006152,7698,14,7951,1701,2026-09-15
PL-20,P-004662,32002,25,4860,662,2026-09-15
PL-04,P-001749,37462,9,9497,324,2026-09-15
PL-11,P-003213,17724,35,9587,776,2026-09-15
PL-16,P-009442,23929,38,9721,1538,2026-09-15
PL-08,P-010971,25178,26,16543,880,2026-09-15
PL-03,P-008117,4943,26,41,407,2026-09-15
PL-19,P-007510,21796,34,16072,317,2026-09-15
PL-01,P-009070,1133,31,8381,251,2026-09-15
PL-04,P-011932,13875,26,14603,443,2026-09-15
PL-19,P-001622,30769,24,8908,393,2026-09-15
PL-19,P-004274,9578,6,14550,233,2026-09-15
PL-12,P-007580,9512,13,13357,598,2026-09-15
PL-07,P-011171,25260,0,4623,569,2026-09-15
PL-06,P-002124,4413,20,11742,129,2026-09-15
PL-09,P-000850,9490,37,17672,34,2026-09-15
PL-16,P-001669,1546,10,10837,275,2026-09-15
PL-10,P-003506,9145,1,11623,2005,2026-09-15
PL-16,P-010269,36653,18,9239,524,2026-09-15
PL-10,P-000127,31941,4,17638,460,2026-09-15
PL-01,P-011133,28165,34,4378,614,2026-09-15
PL-06,P-001834,29793,23,14064,358,2026-09-15
PL-10,P-000802,21989,11,5311,745,2026-09-15
PL-09,P-000792,37367,33,15272,64,2026-09-15
PL-12,P-006561,7419,33,11636,275,2026-09-15
PL-07,P-004759,30204,1,4991,372,2026-09-15
PL-01,P-006642,33565,22,13384,229,2026-09-15
PL-18,P-010338,36786,35,14218,386,2026-09-15
PL-09,P-011783,5653,7,17220,570,2026-09-15
PL-14,P-000981,8922,16,294,1365,2026-09-15
PL-03,P-005702,30594,21,808,739,2026-09-15
PL-17,P-010826,4838,36,16268,606,2026-09-15
PL-14,P-009060,31177,42,7674,1963,2026-09-15
PL-13,P-010421,9325,8,12094,698,2026-09-15
PL-04,P-006456,38277,16,5410,634,2026-09-15
PL-06,P-009389,5340,22,17811,336,2026-09-15
PL-01,P-007036,20438,9,16583,1618,2026-09-15
PL-02,P-006113,1426,27,5250,554,2026-09-15
PL-05,P-008264,223,15,10155,961,2026-09-15
PL-16,P-005490,9326,20,7403,252,2026-09-15
PL-17,P-007427,16692,34,17802,2011,2026-09-15
PL-10,P-004828,16168,33,17006,1562,2026-09-15
PL-10,P-004436,23380,40,7937,533,2026-09-15
PL-15,P-006931,5595,29,472,739,2026-09-15
PL-05,P-002472,21176,22,8811,136,2026-09-15
PL-06,P-002462,12219,28,7742,403,2026-09-15
PL-15,P-004061,15443,8,4507,748,2026-09-15
PL-10,P-010612,3760,22,3140,58,2026-09-15
PL-15,P-003124,36781,11,14200,282,2026-09-15
PL-04,P-006169,35272,33,866,209,2026-09-15
PL-10,P-000570,34788,8,13505,414,2026-09-15
PL-12,P-008034,9794,12,13169,26,2026-09-15
PL-03,P-001997,24220,0,9268,99,2026-09-15
PL-06,P-007241,29842,8,7830,519,2026-09-15
PL-01,P-007058,32887,15,7635,1855,2026-09-15
PL-03,P-003563,14077,16,4039,515,2026-09-15
PL-12,P-003060,10704,6,15757,167,2026-09-15
PL-02,P-002743,23560,8,8255,890,2026-09-15
PL-06,P-002356,29234,42,5954,1334,2026-09-15
PL-15,P-009433,31942,41,146,151,2026-09-15
PL-01,P-010087,31116,30,9706,105,2026-09-15
PL-03,P-005893,3973,23,3204,182,2026-09-15
PL-08,P-003851,38762,35,9293,129,2026-09-15
PL-16,P-005508,36721,9,9128,790,2026-09-15
PL-05,P-009846,21672,28,1436,325,2026-09-15
PL-14,P-009200,7839,9,15565,78,2026-09-15
PL-02,P-003055,31769,26,17798,55,2026-09-15
PL-12,P-007785,25297,7,9311,624,2026-09-15
PL-13,P-010047,26106,17,17650,1018,2026-09-15
PL-18,P-008341,22923,34,1557,247,2026-09-15
PL-06,P-003927,6340,36,4597,276,2026-09-15
PL-11,P-005655,16145,3,10284,151,2026-09-15
PL-20,P-000039,34335,5,3662,1960,2026-09-15
PL-07,P-002798,22297,16,15379,778,2026-09-15
PL-14,P-007941,13268,21,7598,843,2026-09-15
PL-16,P-007911,19880,16,6600,469,2026-09-15
PL-17,P-002252,13630,16,5761,230,2026-09-15
PL-12,P-009239,11134,42,14957,264,2026-09-15
PL-01,P-005908,13472,32,15400,715,2026-09-15
PL-02,P-005504,22309,8,4601,1202,2026-09-15
PL-15,P-010397,12292,28,3684,1504,2026-09-15
PL-09,P-003651,6006,32,10843,379,2026-09-15
PL-13,P-000546,7925,42,7342,1234,2026-09-15
PL-04,P-007053,19968,15,14363,151,2026-09-15
PL-15,P-006405,15820,1,5224,613,2026-09-15
PL-03,P-008222,26682,13,221,160,2026-09-15
PL-01,P-011802,72,23,3666,191,2026-09-15
PL-02,P-003099,28181,3,6772,1171,2026-09-15
PL-14,P-008128,35587,38,6961,363,2026-09-15
PL-05,P-010976,20421,7,10046,920,2026-09-15
PL-02,P-004918,30754,38,17815,1238,2026-09-15
PL-03,P-003118,21595,8,15728,1784,2026-09-15
PL-11,P-003781,30005,27,1113,916,2026-09-15
PL-07,P-006153,38775,11,15301,208,2026-09-15
PL-07,P-005255,5626,25,845,2062,2026-09-15
PL-17,P-001276,7237,33,7460,1304,2026-09-15
PL-09,P-001138,18206,25,10527,160,2026-09-15
PL-15,P-011347,26878,16,2388,1098,2026-09-15
PL-17,P-003863,35088,14,11976,365,2026-09-15
PL-17,P-002935,30054,27,2984,600,2026-09-15
PL-12,P-011479,26208,39,7771,427,2026-09-15
PL-15,P-001380,25253,37,15642,661,2026-09-15
PL-01,P-001799,6693,13,3249,716,2026-09-15
PL-04,P-003915,30962,0,3672,484,2026-09-15
PL-16,P-004282,25586,20,6375,661,2026-09-15
PL-15,P-010943,24098,9,6960,626,2026-09-15
PL-03,P-001201,30083,12,10333,893,2026-09-15
PL-16,P-006498,37394,6,7953,1322,2026-09-15
PL-02,P-000673,24649,39,182,398,2026-09-15
PL-09,P-009976,30092,36,10571,156,2026-09-15
PL-14,P-003104,34399,41,11427,437,2026-09-15
PL-12,P-000188,6345,14,11138,276,2026-09-15
PL-18,P-005616,32105,31,2827,2225,2026-09-15
PL-12,P-007799,25684,35,12918,909,2026-09-15
PL-15,P-000014,38213,14,12317,63,2026-09-15
PL-09,P-003219,39924,11,6365,1978,2026-09-15
PL-07,P-006862,13241,20,7349,780,2026-09-15
PL-10,P-001998,20898,36,3667,593,2026-09-15
PL-16,P-011225,11941,7,15536,490,2026-09-15
PL-01,P-008810,13389,17,4681,310,2026-09-15
PL-18,P-004643,38588,36,9911,89,2026-09-15
PL-09,P-000056,37622,37,9854,329,2026-09-15
PL-14,P-004894,12773,16,17660,908,2026-09-15
PL-06,P-004178,15708,24,2232,60,2026-09-15
PL-06,P-000117,25095,3,7666,319,2026-09-15
PL-05,P-005734,26410,22,5135,209,2026-09-15
PL-04,P-006855,32089,31,16723,2085,2026-09-15
PL-19,P-002291,2598,6,2597,578,2026-09-15
PL-03,P-002566,29804,8,6732,367,2026-09-15
PL-17,P-006209,35779,28,179,686,2026-09-15
PL-10,P-000195,35381,12,11765,147,2026-09-15
PL-13,P-002376,22072,1,4227,1734,2026-09-15
PL-20,P-007336,16016,20,4297,1082,2026-09-15
PL-14,P-007950,34002,37,8181,292,2026-09-15
PL-10,P-011572,34680,10,12494,683,2026-09-15
PL-02,P-011180,12488,38,7027,102,2026-09-15
PL-18,P-004538,11969,35,16854,236,2026-09-15
PL-19,P-001358,23408,14,11492,255,2026-09-15
