customer_id,customer_name,customer_type,region,country,tier_rank,otif_target_pct,penalty_usd_per_day,annual_revenue_usd,contract_type
C-08990,Sumida Distribution 08990,Aftermarket,EMEA-W,Germany,451,95,266,2200000,LTA
C-08991,Sumida Motors 08991,OEM,SA,Argentina,374,98,5598,74700000,consignment
C-08992,Sumida Motors 08992,OEM,SA,Argentina,480,98,45766,68500000,LTA
C-08993,Baltia Distribution 08993,Distributor,APAC-NE,Japan,465,95,1437,3300000,LTA
C-08994,Norvia Distribution 08994,Distributor,APAC-SE,Malaysia,176,95,625,2300000,consignment
C-08995,Delantra Distribution 08995,Distributor,APAC-SE,Thailand,247,95,3380,5500000,spot
C-08996,Delantra Distribution 08996,Aftermarket,APAC-NE,South Korea,167,95,2238,4800000,LTA
C-08997,Kestrel Motors 08997,OEM,NA-MX,Mexico,452,98,6690,5100000,spot
C-08998,Vantage Motors 08998,OEM,APAC-NE,Taiwan,385,98,43446,39900000,spot
C-08999,Bluepeak Motors 08999,OEM,NA-US,United States,487,98,16851,34100000,LTA
C-09000,Atlas Systems 09000,Tier-1,EMEA-W,France,30,95,3351,6000000,consignment
C-09001,Kestrel Distribution 09001,Aftermarket,APAC-IN,India,312,95,964,900000,spot
C-09002,Orion Distribution 09002,Distributor,NA-MX,Mexico,94,95,1115,6000000,spot
C-09003,Vantage Motors 09003,OEM,NA-MX,Mexico,252,98,49883,8000000,LTA
C-09004,Baltia Motors 09004,OEM,SA,Argentina,57,98,58681,79000000,LTA
C-09005,Sumida Systems 09005,Tier-1,APAC-IN,India,213,95,2235,5400000,consignment
C-09006,Vantage Distribution 09006,Distributor,NA-MX,Mexico,116,95,240,3900000,spot
C-09007,Norvia Distribution 09007,Distributor,SA,Argentina,397,95,855,3600000,LTA
C-09008,Cordis Distribution 09008,Distributor,NA-MX,Mexico,291,95,1432,4800000,LTA
C-09009,Delantra Motors 09009,OEM,APAC-SE,Thailand,324,98,45889,59900000,LTA
C-09010,Atlas Distribution 09010,Distributor,EMEA-E,Czechia,172,95,936,5700000,LTA
C-09011,Norvia Systems 09011,Tier-1,EMEA-E,Czechia,482,95,998,2600000,LTA
C-09012,Orion Distribution 09012,Distributor,APAC-NE,Japan,228,95,1318,4300000,LTA
C-09013,Bluepeak Systems 09013,Tier-1,EMEA-E,Poland,214,95,3709,3100000,consignment
C-09014,Baltia Distribution 09014,Distributor,EMEA-W,Italy,327,95,119,3000000,LTA
C-09015,Sumida Motors 09015,OEM,APAC-IN,India,330,98,32601,86800000,LTA
C-09016,Norvia Motors 09016,OEM,APAC-IN,India,84,98,45649,23300000,LTA
C-09017,Vantage Distribution 09017,Distributor,NA-MX,Mexico,375,95,3435,2300000,LTA
C-09018,Baltia Distribution 09018,Aftermarket,APAC-SE,Thailand,365,95,1142,2800000,LTA
C-09019,Norvia Motors 09019,OEM,EMEA-W,Italy,275,98,49576,33900000,LTA
C-09020,Kestrel Distribution 09020,Distributor,APAC-NE,China,493,95,168,5800000,consignment
C-09021,Sumida Motors 09021,OEM,APAC-IN,India,456,98,16590,2800000,LTA
C-09022,Norvia Distribution 09022,Aftermarket,APAC-NE,Japan,64,95,2335,1400000,consignment
C-09023,Atlas Systems 09023,Tier-1,APAC-IN,India,92,95,3464,1100000,LTA
C-09024,Delantra Motors 09024,OEM,NA-US,United States,159,98,58132,10400000,LTA
C-09025,Atlas Systems 09025,Tier-1,APAC-SE,Vietnam,109,95,3792,5100000,LTA
C-09026,Baltia Systems 09026,Tier-1,APAC-IN,India,350,95,3792,3200000,spot
C-09027,Vantage Distribution 09027,Aftermarket,APAC-IN,India,34,95,3438,4900000,spot
C-09028,Kestrel Motors 09028,OEM,NA-MX,Mexico,275,98,45692,42300000,LTA
C-09029,Delantra Motors 09029,OEM,EMEA-E,Poland,476,98,46749,49200000,LTA
C-09030,Delantra Systems 09030,Tier-1,NA-MX,Mexico,443,95,414,5100000,spot
C-09031,Bluepeak Distribution 09031,Aftermarket,EMEA-W,Spain,75,95,779,4800000,spot
C-09032,Cordis Distribution 09032,Aftermarket,EMEA-E,Romania,31,95,3538,4700000,LTA
C-09033,Orion Distribution 09033,Distributor,APAC-NE,China,437,95,2207,2800000,LTA
C-09034,Cordis Distribution 09034,Distributor,APAC-SE,Vietnam,300,95,1197,6000000,spot
C-09035,Baltia Distribution 09035,Distributor,SA,Argentina,273,95,1064,5000000,spot
C-09036,Vantage Motors 09036,OEM,SA,Argentina,357,98,36116,21600000,consignment
C-09037,Delantra Motors 09037,OEM,APAC-IN,India,363,98,5467,79800000,consignment
C-09038,Norvia Motors 09038,OEM,APAC-NE,South Korea,26,98,43052,21900000,consignment
C-09039,Sumida Systems 09039,Tier-1,APAC-NE,China,313,95,1170,4400000,spot
C-09040,Vantage Motors 09040,OEM,EMEA-W,Italy,225,98,33168,39300000,LTA
C-09041,Orion Systems 09041,Tier-1,EMEA-E,Turkey,141,95,821,400000,spot
C-09042,Baltia Distribution 09042,Aftermarket,SA,Brazil,175,95,1174,3200000,LTA
C-09043,Orion Distribution 09043,Aftermarket,EMEA-E,Czechia,181,95,885,800000,LTA
C-09044,Norvia Distribution 09044,Distributor,APAC-NE,South Korea,214,95,1966,3500000,LTA
C-09045,Bluepeak Motors 09045,OEM,APAC-IN,India,296,98,21213,4700000,LTA
C-09046,Kestrel Systems 09046,Tier-1,APAC-NE,Taiwan,485,95,1930,1200000,consignment
C-09047,Kestrel Motors 09047,OEM,APAC-SE,Malaysia,15,98,42943,82400000,spot
C-09048,Baltia Systems 09048,Tier-1,NA-US,United States,94,95,1413,300000,LTA
C-09049,Baltia Distribution 09049,Distributor,EMEA-E,Turkey,317,95,994,2500000,LTA
C-09050,Orion Motors 09050,OEM,NA-US,United States,488,98,9044,73600000,spot
C-09051,Baltia Distribution 09051,Distributor,NA-US,United States,101,95,201,4100000,consignment
C-09052,Cordis Motors 09052,OEM,APAC-IN,India,250,98,39695,17200000,spot
C-09053,Delantra Distribution 09053,Aftermarket,SA,Argentina,86,95,2663,4400000,LTA
C-09054,Baltia Motors 09054,OEM,NA-MX,Mexico,18,98,57496,47200000,LTA
C-09055,Kestrel Distribution 09055,Aftermarket,EMEA-E,Poland,53,95,1834,4500000,LTA
C-09056,Bluepeak Motors 09056,OEM,EMEA-E,Czechia,59,98,43989,43600000,LTA
C-09057,Cordis Motors 09057,OEM,NA-US,United States,477,98,40195,75500000,LTA
C-09058,Bluepeak Motors 09058,OEM,APAC-IN,India,130,98,20535,47300000,LTA
C-09059,Bluepeak Distribution 09059,Aftermarket,APAC-NE,China,93,95,95,1500000,LTA
C-09060,Norvia Motors 09060,OEM,EMEA-E,Turkey,112,98,35308,8100000,LTA
C-09061,Kestrel Systems 09061,Tier-1,NA-MX,Mexico,184,95,2773,6000000,LTA
C-09062,Baltia Distribution 09062,Aftermarket,NA-MX,Mexico,486,95,976,100000,LTA
C-09063,Baltia Distribution 09063,Distributor,NA-US,United States,48,95,89,4500000,spot
C-09064,Cordis Motors 09064,OEM,EMEA-W,Spain,411,98,59510,45800000,LTA
C-09065,Sumida Motors 09065,OEM,NA-US,United States,58,98,47249,70600000,consignment
C-09066,Kestrel Motors 09066,OEM,EMEA-E,Poland,81,98,25758,35100000,spot
C-09067,Bluepeak Motors 09067,OEM,APAC-IN,India,450,98,14461,85800000,consignment
C-09068,Kestrel Distribution 09068,Distributor,NA-MX,Mexico,440,95,2346,4800000,spot
C-09069,Norvia Motors 09069,OEM,APAC-NE,China,244,98,20741,73000000,consignment
C-09070,Atlas Motors 09070,OEM,SA,Brazil,336,98,30142,57300000,consignment
C-09071,Baltia Distribution 09071,Distributor,APAC-NE,Taiwan,363,95,3882,300000,LTA
C-09072,Atlas Systems 09072,Tier-1,NA-MX,Mexico,122,95,137,5400000,consignment
C-09073,Bluepeak Distribution 09073,Distributor,NA-US,United States,410,95,1062,2000000,spot
C-09074,Delantra Distribution 09074,Distributor,APAC-SE,Malaysia,248,95,3766,1700000,spot
C-09075,Norvia Motors 09075,OEM,APAC-NE,Taiwan,264,98,10266,78600000,consignment
C-09076,Vantage Distribution 09076,Aftermarket,NA-MX,Mexico,197,95,601,2400000,spot
C-09077,Cordis Distribution 09077,Distributor,NA-MX,Mexico,134,95,2014,3200000,LTA
C-09078,Delantra Motors 09078,OEM,APAC-IN,India,272,98,59001,42000000,spot
C-09079,Orion Motors 09079,OEM,NA-MX,Mexico,174,98,52799,2300000,LTA
C-09080,Sumida Motors 09080,OEM,APAC-IN,India,55,98,27491,47000000,spot
C-09081,Atlas Systems 09081,Tier-1,SA,Argentina,416,95,3280,4600000,spot
C-09082,Cordis Systems 09082,Tier-1,APAC-SE,Malaysia,235,95,3984,1900000,LTA
C-09083,Kestrel Motors 09083,OEM,SA,Brazil,395,98,47903,49500000,spot
C-09084,Atlas Motors 09084,OEM,EMEA-E,Poland,379,98,7617,46800000,consignment
C-09085,Bluepeak Distribution 09085,Distributor,NA-MX,Mexico,453,95,1460,3200000,LTA
C-09086,Norvia Motors 09086,OEM,SA,Brazil,92,98,49056,74700000,spot
C-09087,Kestrel Distribution 09087,Distributor,NA-MX,Mexico,437,95,299,4600000,LTA
C-09088,Norvia Distribution 09088,Aftermarket,NA-US,United States,304,95,2930,1900000,consignment
C-09089,Atlas Systems 09089,Tier-1,APAC-SE,Vietnam,441,95,3950,1200000,LTA
C-09090,Delantra Motors 09090,OEM,NA-US,United States,107,98,22216,74100000,spot
C-09091,Vantage Motors 09091,OEM,APAC-SE,Vietnam,66,98,27338,51200000,consignment
C-09092,Bluepeak Systems 09092,Tier-1,SA,Argentina,367,95,3149,2700000,LTA
C-09093,Cordis Motors 09093,OEM,APAC-IN,India,118,98,41619,68100000,LTA
C-09094,Delantra Distribution 09094,Distributor,APAC-SE,Thailand,443,95,3219,2300000,LTA
C-09095,Sumida Distribution 09095,Aftermarket,NA-US,United States,493,95,2187,4600000,LTA
C-09096,Atlas Distribution 09096,Aftermarket,APAC-SE,Vietnam,466,95,3934,2600000,consignment
C-09097,Baltia Distribution 09097,Distributor,APAC-NE,China,406,95,16,500000,consignment
C-09098,Sumida Distribution 09098,Distributor,APAC-SE,Indonesia,179,95,2916,2900000,LTA
C-09099,Norvia Distribution 09099,Aftermarket,NA-MX,Mexico,334,95,656,900000,LTA
C-09100,Kestrel Distribution 09100,Aftermarket,SA,Argentina,168,95,3579,1300000,consignment
C-09101,Bluepeak Systems 09101,Tier-1,APAC-SE,Indonesia,306,95,3150,1800000,consignment
C-09102,Cordis Motors 09102,OEM,EMEA-W,Germany,150,98,10661,7300000,consignment
C-09103,Bluepeak Systems 09103,Tier-1,NA-MX,Mexico,55,95,2636,2200000,LTA
C-09104,Bluepeak Motors 09104,OEM,NA-MX,Mexico,409,98,49689,23800000,consignment
C-09105,Delantra Systems 09105,Tier-1,APAC-NE,Taiwan,308,95,2403,4600000,spot
C-09106,Delantra Distribution 09106,Distributor,APAC-NE,China,307,95,1822,2000000,consignment
C-09107,Kestrel Distribution 09107,Distributor,EMEA-W,Italy,193,95,260,4100000,LTA
C-09108,Kestrel Distribution 09108,Aftermarket,APAC-SE,Thailand,193,95,899,3600000,LTA
C-09109,Sumida Systems 09109,Tier-1,EMEA-W,Germany,84,95,2044,5600000,consignment
C-09110,Delantra Distribution 09110,Distributor,APAC-SE,Indonesia,414,95,1350,1900000,consignment
C-09111,Orion Systems 09111,Tier-1,EMEA-E,Czechia,223,95,52,2400000,LTA
C-09112,Bluepeak Distribution 09112,Distributor,NA-MX,Mexico,58,95,3426,3100000,spot
C-09113,Sumida Motors 09113,OEM,SA,Argentina,248,98,49654,7400000,LTA
C-09114,Kestrel Distribution 09114,Aftermarket,APAC-NE,China,165,95,1572,5400000,LTA
C-09115,Delantra Systems 09115,Tier-1,NA-US,United States,34,95,3018,1800000,consignment
C-09116,Delantra Systems 09116,Tier-1,SA,Brazil,69,95,1095,1400000,LTA
C-09117,Cordis Motors 09117,OEM,NA-US,United States,353,98,50619,61300000,spot
C-09118,Orion Motors 09118,OEM,SA,Argentina,187,98,59745,89500000,spot
C-09119,Cordis Motors 09119,OEM,EMEA-E,Romania,79,98,18791,61100000,spot
C-09120,Vantage Distribution 09120,Distributor,EMEA-W,Italy,159,95,198,1500000,consignment
C-09121,Bluepeak Distribution 09121,Distributor,EMEA-E,Turkey,465,95,3167,5200000,LTA
C-09122,Bluepeak Systems 09122,Tier-1,EMEA-W,Spain,13,95,1772,1200000,consignment
C-09123,Norvia Motors 09123,OEM,EMEA-W,Italy,212,98,22783,37600000,spot
C-09124,Vantage Distribution 09124,Distributor,SA,Brazil,383,95,1968,4000000,spot
C-09125,Sumida Distribution 09125,Aftermarket,APAC-IN,India,449,95,3041,2300000,LTA
C-09126,Delantra Systems 09126,Tier-1,APAC-NE,China,370,95,2882,3300000,spot
C-09127,Atlas Motors 09127,OEM,EMEA-W,Spain,152,98,52647,56600000,LTA
C-09128,Baltia Distribution 09128,Distributor,EMEA-W,Germany,104,95,3745,100000,LTA
C-09129,Norvia Distribution 09129,Distributor,EMEA-W,Spain,383,95,2498,3600000,LTA
C-09130,Delantra Systems 09130,Tier-1,APAC-SE,Indonesia,480,95,3280,5000000,consignment
C-09131,Sumida Distribution 09131,Distributor,EMEA-W,France,92,95,488,2000000,LTA
C-09132,Kestrel Distribution 09132,Aftermarket,SA,Argentina,16,95,2387,2200000,spot
C-09133,Baltia Motors 09133,OEM,APAC-IN,India,140,98,13672,23900000,LTA
C-09134,Sumida Systems 09134,Tier-1,APAC-IN,India,165,95,2506,6000000,LTA
C-09135,Norvia Motors 09135,OEM,APAC-NE,China,488,98,6041,72600000,consignment
C-09136,Cordis Distribution 09136,Aftermarket,APAC-IN,India,169,95,3937,4700000,consignment
C-09137,Atlas Distribution 09137,Aftermarket,SA,Brazil,115,95,549,5600000,LTA
C-09138,Delantra Distribution 09138,Aftermarket,NA-MX,Mexico,391,95,1458,200000,LTA
C-09139,Orion Motors 09139,OEM,APAC-IN,India,38,98,36458,70600000,spot
C-09140,Cordis Systems 09140,Tier-1,EMEA-E,Turkey,340,95,3535,5400000,consignment
C-09141,Delantra Distribution 09141,Distributor,NA-MX,Mexico,136,95,2102,2900000,spot
C-09142,Kestrel Motors 09142,OEM,NA-MX,Mexico,292,98,38505,4500000,consignment
C-09143,Kestrel Motors 09143,OEM,SA,Argentina,188,98,23998,44800000,consignment
C-09144,Delantra Distribution 09144,Aftermarket,APAC-SE,Malaysia,319,95,3585,700000,spot
C-09145,Orion Distribution 09145,Aftermarket,SA,Argentina,492,95,2855,1100000,consignment
C-09146,Baltia Motors 09146,OEM,EMEA-E,Turkey,471,98,52106,65000000,consignment
C-09147,Sumida Motors 09147,OEM,APAC-IN,India,471,98,58812,42900000,LTA
C-09148,Delantra Distribution 09148,Distributor,NA-US,United States,102,95,2163,5200000,LTA
C-09149,Kestrel Motors 09149,OEM,EMEA-E,Poland,171,98,50616,64000000,consignment
C-09150,Bluepeak Distribution 09150,Aftermarket,NA-MX,Mexico,327,95,2639,700000,spot
C-09151,Vantage Distribution 09151,Aftermarket,EMEA-E,Turkey,382,95,3091,1300000,LTA
C-09152,Sumida Motors 09152,OEM,EMEA-W,Spain,482,98,55749,22000000,consignment
C-09153,Atlas Distribution 09153,Distributor,NA-MX,Mexico,155,95,419,5900000,consignment
C-09154,Norvia Motors 09154,OEM,NA-US,United States,193,98,22910,56000000,LTA
C-09155,Baltia Distribution 09155,Distributor,APAC-SE,Vietnam,420,95,1371,3900000,LTA
C-09156,Kestrel Motors 09156,OEM,EMEA-W,Italy,114,98,57792,4100000,LTA
C-09157,Vantage Distribution 09157,Distributor,NA-MX,Mexico,494,95,1237,4200000,LTA
C-09158,Cordis Motors 09158,OEM,EMEA-W,France,443,98,14650,40500000,spot
C-09159,Orion Distribution 09159,Aftermarket,NA-MX,Mexico,338,95,1319,2200000,LTA
C-09160,Delantra Motors 09160,OEM,APAC-NE,Japan,336,98,14627,88500000,spot
C-09161,Cordis Distribution 09161,Aftermarket,APAC-NE,Japan,481,95,971,5000000,spot
C-09162,Norvia Distribution 09162,Aftermarket,NA-US,United States,12,95,1463,1400000,LTA
C-09163,Atlas Distribution 09163,Aftermarket,APAC-SE,Malaysia,499,95,703,4300000,spot
C-09164,Orion Distribution 09164,Distributor,EMEA-E,Poland,92,95,196,2400000,LTA
C-09165,Kestrel Distribution 09165,Distributor,APAC-IN,India,438,95,1170,4900000,spot
C-09166,Orion Motors 09166,OEM,EMEA-E,Turkey,220,98,20093,12100000,LTA
C-09167,Atlas Distribution 09167,Aftermarket,EMEA-W,France,432,95,3847,4200000,consignment
C-09168,Norvia Motors 09168,OEM,EMEA-E,Poland,75,98,56537,89900000,LTA
C-09169,Delantra Systems 09169,Tier-1,APAC-NE,South Korea,232,95,209,3700000,LTA
C-09170,Bluepeak Motors 09170,OEM,NA-MX,Mexico,171,98,29573,88600000,spot
C-09171,Atlas Systems 09171,Tier-1,EMEA-E,Czechia,488,95,1234,4200000,LTA
C-09172,Sumida Motors 09172,OEM,NA-US,United States,408,98,35042,21700000,LTA
C-09173,Atlas Distribution 09173,Aftermarket,APAC-SE,Indonesia,401,95,20,3600000,consignment
C-09174,Bluepeak Systems 09174,Tier-1,EMEA-E,Czechia,389,95,425,900000,consignment
C-09175,Vantage Motors 09175,OEM,EMEA-W,Italy,219,98,23692,85100000,consignment
C-09176,Cordis Distribution 09176,Distributor,SA,Argentina,194,95,3912,4300000,consignment
C-09177,Sumida Distribution 09177,Distributor,NA-US,United States,478,95,1059,1200000,spot
C-09178,Norvia Distribution 09178,Distributor,NA-MX,Mexico,486,95,906,1400000,consignment
C-09179,Sumida Distribution 09179,Distributor,NA-US,United States,339,95,2827,5400000,consignment
C-09180,Vantage Distribution 09180,Aftermarket,APAC-NE,China,402,95,1321,800000,consignment
C-09181,Cordis Motors 09181,OEM,EMEA-E,Poland,418,98,26195,35000000,consignment
C-09182,Sumida Distribution 09182,Distributor,APAC-NE,Taiwan,166,95,663,3000000,spot
C-09183,Cordis Distribution 09183,Distributor,EMEA-E,Poland,426,95,2706,2200000,spot
C-09184,Vantage Distribution 09184,Aftermarket,EMEA-E,Czechia,293,95,3459,2500000,LTA
C-09185,Vantage Systems 09185,Tier-1,NA-MX,Mexico,219,95,914,5900000,consignment
C-09186,Orion Distribution 09186,Aftermarket,SA,Brazil,134,95,3458,2100000,spot
C-09187,Vantage Systems 09187,Tier-1,APAC-IN,India,211,95,1128,2600000,LTA
C-09188,Delantra Motors 09188,OEM,NA-MX,Mexico,127,98,45388,12500000,consignment
C-09189,Orion Distribution 09189,Distributor,EMEA-E,Czechia,181,95,3585,4800000,spot
C-09190,Orion Motors 09190,OEM,APAC-SE,Indonesia,470,98,38251,20100000,consignment
C-09191,Baltia Distribution 09191,Distributor,APAC-SE,Indonesia,38,95,2144,1600000,spot
C-09192,Norvia Systems 09192,Tier-1,SA,Brazil,337,95,1099,2100000,LTA
C-09193,Sumida Distribution 09193,Aftermarket,SA,Argentina,340,95,2895,2900000,LTA
C-09194,Atlas Motors 09194,OEM,APAC-IN,India,375,98,23302,69300000,LTA
C-09195,Norvia Systems 09195,Tier-1,APAC-IN,India,497,95,2821,4300000,LTA
C-09196,Atlas Motors 09196,OEM,SA,Brazil,137,98,52209,61000000,consignment
C-09197,Baltia Motors 09197,OEM,APAC-NE,South Korea,56,98,23549,32300000,LTA
C-09198,Kestrel Motors 09198,OEM,EMEA-W,Germany,278,98,34933,38300000,LTA
C-09199,Cordis Motors 09199,OEM,APAC-NE,South Korea,252,98,40653,58100000,spot
C-09200,Cordis Motors 09200,OEM,APAC-NE,South Korea,435,98,21984,65900000,consignment
C-09201,Kestrel Distribution 09201,Aftermarket,EMEA-E,Poland,206,95,3091,5200000,LTA
C-09202,Baltia Motors 09202,OEM,EMEA-W,Germany,421,98,45171,10000000,spot
C-09203,Sumida Distribution 09203,Distributor,NA-MX,Mexico,389,95,869,1000000,consignment
C-09204,Norvia Distribution 09204,Aftermarket,EMEA-E,Romania,292,95,3525,4800000,consignment
C-09205,Norvia Distribution 09205,Aftermarket,APAC-IN,India,134,95,2630,6000000,spot
C-09206,Bluepeak Motors 09206,OEM,APAC-SE,Thailand,330,98,26370,38500000,spot
C-09207,Orion Systems 09207,Tier-1,NA-MX,Mexico,99,95,2880,4100000,consignment
C-09208,Bluepeak Systems 09208,Tier-1,SA,Brazil,144,95,3209,5300000,spot
C-09209,Atlas Distribution 09209,Distributor,NA-US,United States,148,95,1817,2900000,spot
C-09210,Delantra Distribution 09210,Aftermarket,NA-MX,Mexico,158,95,2377,700000,consignment
C-09211,Orion Motors 09211,OEM,NA-US,United States,355,98,29452,58800000,consignment
C-09212,Cordis Motors 09212,OEM,APAC-IN,India,34,98,25534,8100000,consignment
C-09213,Kestrel Systems 09213,Tier-1,APAC-IN,India,255,95,3072,4300000,LTA
C-09214,Kestrel Motors 09214,OEM,APAC-SE,Malaysia,464,98,12479,68000000,consignment
C-09215,Norvia Systems 09215,Tier-1,NA-MX,Mexico,390,95,994,1900000,spot
C-09216,Orion Motors 09216,OEM,APAC-SE,Thailand,206,98,40100,19000000,LTA
C-09217,Vantage Systems 09217,Tier-1,NA-US,United States,19,95,2859,3300000,LTA
C-09218,Delantra Distribution 09218,Distributor,APAC-SE,Malaysia,427,95,849,5200000,consignment
C-09219,Norvia Motors 09219,OEM,APAC-NE,Japan,210,98,16471,9700000,consignment
C-09220,Baltia Motors 09220,OEM,EMEA-E,Czechia,131,98,38521,69300000,consignment
C-09221,Delantra Motors 09221,OEM,APAC-IN,India,48,98,24461,89500000,LTA
C-09222,Vantage Systems 09222,Tier-1,NA-MX,Mexico,384,95,2769,1500000,spot
C-09223,Baltia Distribution 09223,Aftermarket,NA-US,United States,319,95,1334,5200000,LTA
C-09224,Bluepeak Distribution 09224,Aftermarket,EMEA-E,Poland,381,95,243,1800000,LTA
C-09225,Norvia Distribution 09225,Aftermarket,SA,Argentina,206,95,726,3400000,consignment
C-09226,Delantra Motors 09226,OEM,APAC-NE,South Korea,354,98,56505,65400000,consignment
C-09227,Atlas Motors 09227,OEM,NA-US,United States,128,98,23699,4600000,LTA
C-09228,Bluepeak Systems 09228,Tier-1,EMEA-E,Czechia,12,95,3523,5100000,consignment
C-09229,Delantra Systems 09229,Tier-1,SA,Brazil,424,95,2751,3200000,consignment
C-09230,Norvia Motors 09230,OEM,APAC-NE,China,424,98,15057,9600000,consignment
C-09231,Kestrel Motors 09231,OEM,EMEA-W,Italy,436,98,31937,43900000,LTA
C-09232,Atlas Distribution 09232,Aftermarket,NA-MX,Mexico,208,95,3949,6000000,spot
C-09233,Kestrel Distribution 09233,Aftermarket,SA,Brazil,193,95,3901,5800000,LTA
C-09234,Sumida Motors 09234,OEM,NA-US,United States,77,98,32157,42200000,LTA
C-09235,Cordis Motors 09235,OEM,SA,Brazil,183,98,31991,18600000,spot
C-09236,Baltia Distribution 09236,Aftermarket,APAC-IN,India,497,95,3230,200000,LTA
C-09237,Orion Distribution 09237,Distributor,NA-MX,Mexico,179,95,1764,3900000,LTA
C-09238,Norvia Motors 09238,OEM,NA-US,United States,353,98,19597,79400000,spot
C-09239,Cordis Distribution 09239,Aftermarket,EMEA-W,Italy,222,95,1838,5000000,LTA
C-09240,Orion Distribution 09240,Aftermarket,EMEA-E,Turkey,261,95,1275,2900000,spot
C-09241,Baltia Motors 09241,OEM,APAC-IN,India,59,98,33675,60200000,LTA
C-09242,Vantage Distribution 09242,Distributor,NA-MX,Mexico,47,95,1201,1700000,LTA
C-09243,Kestrel Distribution 09243,Distributor,NA-US,United States,377,95,3787,200000,LTA
C-09244,Baltia Systems 09244,Tier-1,SA,Brazil,149,95,2607,5600000,LTA
C-09245,Delantra Systems 09245,Tier-1,EMEA-W,Italy,438,95,1990,5800000,LTA
C-09246,Delantra Motors 09246,OEM,APAC-NE,China,142,98,29326,64400000,LTA
C-09247,Sumida Distribution 09247,Aftermarket,SA,Argentina,87,95,99,3400000,LTA
C-09248,Cordis Distribution 09248,Distributor,APAC-NE,China,466,95,1023,1600000,LTA
C-09249,Sumida Motors 09249,OEM,NA-US,United States,18,98,25066,54200000,LTA
C-09250,Kestrel Motors 09250,OEM,NA-MX,Mexico,314,98,47526,82300000,LTA
C-09251,Baltia Distribution 09251,Distributor,EMEA-E,Czechia,184,95,1758,1800000,spot
C-09252,Bluepeak Motors 09252,OEM,EMEA-W,France,448,98,39609,4500000,spot
C-09253,Sumida Systems 09253,Tier-1,APAC-SE,Thailand,270,95,3061,5300000,spot
C-09254,Cordis Distribution 09254,Aftermarket,EMEA-W,Italy,239,95,1493,1300000,LTA
C-09255,Orion Systems 09255,Tier-1,EMEA-E,Romania,413,95,3284,5600000,LTA
C-09256,Sumida Motors 09256,OEM,EMEA-W,Italy,379,98,38469,29300000,spot
C-09257,Baltia Motors 09257,OEM,SA,Brazil,454,98,58919,28500000,LTA
C-09258,Orion Systems 09258,Tier-1,EMEA-W,France,322,95,2571,4000000,consignment
C-09259,Baltia Distribution 09259,Distributor,APAC-IN,India,47,95,3842,3700000,LTA
C-09260,Kestrel Motors 09260,OEM,NA-MX,Mexico,193,98,17257,70100000,consignment
C-09261,Kestrel Distribution 09261,Distributor,SA,Brazil,151,95,3957,1400000,LTA
C-09262,Vantage Distribution 09262,Aftermarket,EMEA-E,Poland,375,95,749,3700000,LTA
C-09263,Baltia Distribution 09263,Distributor,SA,Brazil,121,95,589,1900000,spot
C-09264,Delantra Motors 09264,OEM,EMEA-E,Poland,435,98,11044,9700000,consignment
C-09265,Atlas Distribution 09265,Aftermarket,APAC-SE,Malaysia,474,95,2344,3000000,spot
C-09266,Cordis Systems 09266,Tier-1,EMEA-W,Italy,159,95,1061,2700000,spot
C-09267,Baltia Systems 09267,Tier-1,APAC-IN,India,432,95,2284,200000,consignment
C-09268,Sumida Distribution 09268,Distributor,EMEA-W,Italy,181,95,1977,3900000,consignment
C-09269,Orion Distribution 09269,Distributor,EMEA-W,Spain,38,95,2254,4400000,LTA
C-09270,Norvia Distribution 09270,Distributor,SA,Argentina,328,95,3186,4900000,LTA
C-09271,Cordis Motors 09271,OEM,EMEA-E,Czechia,126,98,48001,73400000,consignment
C-09272,Orion Distribution 09272,Aftermarket,NA-US,United States,269,95,2914,3700000,spot
C-09273,Bluepeak Distribution 09273,Aftermarket,NA-US,United States,399,95,3822,3600000,LTA
C-09274,Sumida Distribution 09274,Distributor,SA,Brazil,343,95,3743,5600000,LTA
C-09275,Baltia Distribution 09275,Aftermarket,APAC-IN,India,387,95,870,3600000,consignment
C-09276,Bluepeak Motors 09276,OEM,EMEA-W,Italy,56,98,26816,22000000,consignment
C-09277,Delantra Distribution 09277,Aftermarket,SA,Argentina,373,95,1378,3900000,LTA
C-09278,Kestrel Distribution 09278,Aftermarket,APAC-SE,Malaysia,203,95,827,2800000,LTA
C-09279,Bluepeak Motors 09279,OEM,APAC-IN,India,433,98,48539,73000000,spot
C-09280,Atlas Motors 09280,OEM,EMEA-E,Turkey,461,98,58928,47700000,spot
C-09281,Vantage Distribution 09281,Aftermarket,EMEA-E,Poland,314,95,923,1800000,spot
C-09282,Kestrel Distribution 09282,Aftermarket,EMEA-W,Spain,140,95,799,3000000,spot
C-09283,Sumida Systems 09283,Tier-1,APAC-NE,Japan,23,95,2169,5400000,spot
C-09284,Cordis Distribution 09284,Aftermarket,EMEA-E,Poland,54,95,350,1500000,spot
C-09285,Atlas Distribution 09285,Aftermarket,APAC-NE,Japan,160,95,1853,1800000,consignment
C-09286,Atlas Motors 09286,OEM,APAC-NE,China,211,98,50749,88600000,spot
C-09287,Vantage Motors 09287,OEM,EMEA-E,Czechia,164,98,24072,45400000,LTA
