fg_id,description,program,fg_family,plant_id,price_usd,std_cost_usd,margin_pct,weekly_volume,lifecycle
FG-07327,Powertrain assembly 07327,E-Van Commercial,Thermal system,PL-04,71.69,57.21,20.2,1244,mature
FG-07328,Chassis & suspension assembly 07328,Aftermarket Service,Chassis & suspension,PL-08,3620.12,3138.64,13.3,735,mature
FG-07329,Thermal system assembly 07329,BEV Crossover,Powertrain,PL-07,321.22,262.76,18.2,733,run-out
FG-07330,Chassis & suspension assembly 07330,E-Van Commercial,E-drive,PL-17,2718.06,2429.95,10.6,2779,mature
FG-07331,E-drive assembly 07331,BEV Compact,Chassis & suspension,PL-06,1440.76,1205.92,16.3,3328,mature
FG-07332,Exterior module assembly 07332,D-Sedan,Electrical & electronics,PL-20,3583.52,2676.89,25.3,1234,mature
FG-07333,Thermal system assembly 07333,BEV Crossover,E-drive,PL-11,2783.69,2187.98,21.4,2630,mature
FG-07334,Interior module assembly 07334,D-Sedan,Powertrain,PL-03,1498.08,1190.97,20.5,523,mature
FG-07335,Body-in-white assembly 07335,C-SUV Gen5,E-drive,PL-11,2376.53,1758.63,26,946,mature
FG-07336,Electrical & electronics assembly 07336,B-Hatch Facelift,Exterior module,PL-16,1972.54,1688.49,14.4,1132,ramp-up
FG-07337,Exterior module assembly 07337,B-Hatch Facelift,Interior module,PL-16,3411.19,2896.1,15.1,2906,run-out
FG-07338,Body-in-white assembly 07338,E-Van Commercial,Body-in-white,PL-20,2309.17,1819.63,21.2,785,ramp-up
FG-07339,Service kit assembly 07339,BEV Compact,Powertrain,PL-08,4117.08,3404.83,17.3,1516,mature
FG-07340,Service kit assembly 07340,Hybrid D-Sedan,Electrical & electronics,PL-13,2248.84,1931.75,14.1,3194,mature
FG-07341,Powertrain assembly 07341,Aftermarket Service,Body-in-white,PL-20,98.34,75.23,23.5,2035,mature
FG-07342,Exterior module assembly 07342,C-SUV Gen5,E-drive,PL-19,2153.25,1729.06,19.7,332,ramp-up
FG-07343,Interior module assembly 07343,BEV Crossover,Interior module,PL-14,3291.02,2777.62,15.6,462,mature
FG-07344,Service kit assembly 07344,Aftermarket Service,Service kit,PL-08,1187.1,1004.29,15.4,82,run-out
FG-07345,Interior module assembly 07345,BEV Crossover,Electrical & electronics,PL-11,2750.28,2266.23,17.6,3625,run-out
FG-07346,Electrical & electronics assembly 07346,Aftermarket Service,Thermal system,PL-12,3810.29,2888.2,24.2,953,ramp-up
FG-07347,Service kit assembly 07347,C-SUV Gen4,Exterior module,PL-16,227.55,194.78,14.4,118,mature
FG-07348,Powertrain assembly 07348,C-SUV Gen5,Powertrain,PL-18,1340.09,1188.66,11.3,822,mature
FG-07349,Chassis & suspension assembly 07349,C-SUV Gen5,Interior module,PL-06,4197.72,3152.49,24.9,3070,run-out
FG-07350,Electrical & electronics assembly 07350,BEV Compact,Exterior module,PL-08,3373.33,2590.72,23.2,1897,mature
FG-07351,E-drive assembly 07351,C-SUV Gen4,Body-in-white,PL-11,3111.37,2476.65,20.4,2172,ramp-up
FG-07352,Exterior module assembly 07352,C-SUV Gen4,Service kit,PL-16,2728.59,2229.26,18.3,556,mature
FG-07353,Exterior module assembly 07353,Hybrid D-Sedan,Thermal system,PL-10,971.9,778.49,19.9,2675,run-out
FG-07354,Interior module assembly 07354,Aftermarket Service,Interior module,PL-18,2713.42,2542.47,6.3,3654,mature
FG-07355,Chassis & suspension assembly 07355,BEV Crossover,Thermal system,PL-05,3052.76,2787.17,8.7,97,ramp-up
FG-07356,Electrical & electronics assembly 07356,B-Hatch Facelift,Electrical & electronics,PL-16,2841.46,2537.42,10.7,3232,mature
FG-07357,Exterior module assembly 07357,BEV Crossover,Powertrain,PL-18,1614.61,1427.32,11.6,316,run-out
FG-07358,Thermal system assembly 07358,C-SUV Gen4,Interior module,PL-09,1169.68,1059.73,9.4,392,run-out
FG-07359,Service kit assembly 07359,BEV Crossover,Electrical & electronics,PL-10,3172.53,2810.86,11.4,1841,mature
FG-07360,Exterior module assembly 07360,Hybrid D-Sedan,Chassis & suspension,PL-12,790.57,724.16,8.4,2692,ramp-up
FG-07361,Interior module assembly 07361,BEV Crossover,Chassis & suspension,PL-14,1748.18,1365.33,21.9,781,run-out
FG-07362,Service kit assembly 07362,D-Sedan,Body-in-white,PL-09,3859.28,2867.45,25.7,2645,mature
FG-07363,Interior module assembly 07363,D-Sedan,Electrical & electronics,PL-12,1982.04,1845.28,6.9,3361,ramp-up
FG-07364,Electrical & electronics assembly 07364,Hybrid D-Sedan,Service kit,PL-14,1465.86,1303.15,11.1,1583,mature
FG-07365,Interior module assembly 07365,D-Sedan,Interior module,PL-11,695.51,561.97,19.2,645,ramp-up
FG-07366,Electrical & electronics assembly 07366,B-Hatch Facelift,Chassis & suspension,PL-04,902.42,844.67,6.4,3281,ramp-up
FG-07367,Thermal system assembly 07367,C-SUV Gen4,Body-in-white,PL-01,1693.2,1544.2,8.8,3742,run-out
FG-07368,Service kit assembly 07368,BEV Compact,Powertrain,PL-15,3070.32,2443.97,20.4,3791,run-out
FG-07369,Exterior module assembly 07369,Pickup Midsize,Powertrain,PL-11,1480.03,1380.87,6.7,3397,mature
FG-07370,Interior module assembly 07370,BEV Compact,Service kit,PL-20,662.37,568.98,14.1,189,mature
FG-07371,Thermal system assembly 07371,BEV Compact,Thermal system,PL-01,4063.47,3206.08,21.1,1422,mature
FG-07372,Powertrain assembly 07372,Aftermarket Service,Powertrain,PL-04,1274.98,1054.41,17.3,3100,run-out
FG-07373,Service kit assembly 07373,B-Hatch Facelift,Interior module,PL-04,2515.71,1949.68,22.5,532,mature
FG-07374,Thermal system assembly 07374,C-SUV Gen5,Interior module,PL-01,660.41,492.01,25.5,64,mature
FG-07375,Service kit assembly 07375,D-Sedan,Electrical & electronics,PL-01,2085.84,1737.5,16.7,1749,run-out
FG-07376,Powertrain assembly 07376,E-Van Commercial,Interior module,PL-10,1683.91,1571.09,6.7,2097,ramp-up
FG-07377,Chassis & suspension assembly 07377,C-SUV Gen4,Service kit,PL-12,1762.07,1635.2,7.2,1799,mature
FG-07378,E-drive assembly 07378,B-Hatch Facelift,Powertrain,PL-11,4195.91,3411.27,18.7,3277,run-out
FG-07379,Thermal system assembly 07379,BEV Crossover,Powertrain,PL-01,763.88,572.91,25,1860,mature
FG-07380,Electrical & electronics assembly 07380,C-SUV Gen5,Body-in-white,PL-01,3214.24,2661.39,17.2,830,ramp-up
FG-07381,Body-in-white assembly 07381,Hybrid D-Sedan,Chassis & suspension,PL-03,879.2,665.55,24.3,1176,run-out
FG-07382,Chassis & suspension assembly 07382,C-SUV Gen4,Service kit,PL-12,3726.26,3070.44,17.6,96,ramp-up
FG-07383,E-drive assembly 07383,E-Van Commercial,Thermal system,PL-09,491.67,382.03,22.3,2024,mature
FG-07384,Chassis & suspension assembly 07384,B-Hatch Facelift,Body-in-white,PL-05,2251.13,1953.98,13.2,585,mature
FG-07385,Body-in-white assembly 07385,C-SUV Gen5,Chassis & suspension,PL-15,1072.72,882.85,17.7,3331,ramp-up
FG-07386,Body-in-white assembly 07386,C-SUV Gen5,Powertrain,PL-07,1641.91,1574.59,4.1,937,run-out
FG-07387,Electrical & electronics assembly 07387,D-Sedan,Electrical & electronics,PL-04,1208.85,971.92,19.6,1858,ramp-up
FG-07388,Service kit assembly 07388,C-SUV Gen5,Electrical & electronics,PL-08,957.81,913.75,4.6,109,run-out
FG-07389,Powertrain assembly 07389,B-Hatch Facelift,Service kit,PL-16,3093.78,2775.12,10.3,941,run-out
FG-07390,Thermal system assembly 07390,B-Hatch Facelift,Thermal system,PL-16,1956.34,1850.7,5.4,2331,mature
FG-07391,Body-in-white assembly 07391,Hybrid D-Sedan,Thermal system,PL-12,2400.62,1956.51,18.5,332,mature
FG-07392,E-drive assembly 07392,D-Sedan,E-drive,PL-15,3120.53,2337.28,25.1,3171,mature
FG-07393,Powertrain assembly 07393,D-Sedan,Body-in-white,PL-03,3084.1,2596.81,15.8,1158,mature
FG-07394,Thermal system assembly 07394,D-Sedan,Electrical & electronics,PL-19,1996.09,1864.35,6.6,2051,mature
FG-07395,Thermal system assembly 07395,Hybrid D-Sedan,E-drive,PL-09,3097.72,2738.38,11.6,3325,run-out
FG-07396,Thermal system assembly 07396,Hybrid D-Sedan,Interior module,PL-11,1683.61,1308.16,22.3,3436,mature
FG-07397,Exterior module assembly 07397,BEV Crossover,E-drive,PL-19,885.95,741.54,16.3,2919,mature
FG-07398,Exterior module assembly 07398,BEV Crossover,Service kit,PL-15,710.75,592.77,16.6,2889,mature
FG-07399,Thermal system assembly 07399,Aftermarket Service,E-drive,PL-01,1876.42,1390.43,25.9,945,mature
FG-07400,E-drive assembly 07400,B-Hatch Facelift,Exterior module,PL-18,3679.41,3263.64,11.3,3375,mature
FG-07401,Interior module assembly 07401,C-SUV Gen4,Interior module,PL-01,4197.12,3907.52,6.9,733,mature
FG-07402,Electrical & electronics assembly 07402,D-Sedan,Chassis & suspension,PL-02,2827.95,2149.24,24,1319,run-out
FG-07403,Electrical & electronics assembly 07403,C-SUV Gen4,E-drive,PL-20,1013.56,879.77,13.2,1554,run-out
FG-07404,Chassis & suspension assembly 07404,C-SUV Gen5,Chassis & suspension,PL-01,1143.33,1039.29,9.1,2914,mature
FG-07405,Body-in-white assembly 07405,C-SUV Gen5,Service kit,PL-11,3640.98,3014.73,17.2,3582,mature
FG-07406,Thermal system assembly 07406,C-SUV Gen4,E-drive,PL-17,2233.36,1813.49,18.8,2615,mature
FG-07407,Exterior module assembly 07407,Aftermarket Service,Service kit,PL-11,2331.51,2233.59,4.2,1519,mature
FG-07408,Electrical & electronics assembly 07408,Hybrid D-Sedan,E-drive,PL-19,198.82,174.76,12.1,3224,mature
FG-07409,Electrical & electronics assembly 07409,C-SUV Gen4,Service kit,PL-02,1851.41,1414.48,23.6,894,mature
FG-07410,Service kit assembly 07410,BEV Compact,Body-in-white,PL-16,2745.71,2325.62,15.3,1950,mature
FG-07411,Chassis & suspension assembly 07411,BEV Crossover,Thermal system,PL-05,3043.21,2434.57,20,343,mature
FG-07412,Chassis & suspension assembly 07412,Hybrid D-Sedan,Service kit,PL-15,282.39,229.02,18.9,2933,ramp-up
FG-07413,Electrical & electronics assembly 07413,Hybrid D-Sedan,Exterior module,PL-17,1007.89,852.67,15.4,351,ramp-up
FG-07414,Interior module assembly 07414,Hybrid D-Sedan,Body-in-white,PL-15,1496.78,1393.5,6.9,3300,mature
FG-07415,Body-in-white assembly 07415,Hybrid D-Sedan,Service kit,PL-04,4062.11,3785.89,6.8,655,run-out
FG-07416,Interior module assembly 07416,Pickup Midsize,Chassis & suspension,PL-07,2453.57,2272.01,7.4,1910,mature
FG-07417,Powertrain assembly 07417,C-SUV Gen5,Chassis & suspension,PL-04,2835.38,2370.38,16.4,1423,ramp-up
FG-07418,E-drive assembly 07418,Pickup Midsize,Chassis & suspension,PL-07,1396.38,1238.59,11.3,537,run-out
FG-07419,Interior module assembly 07419,E-Van Commercial,Body-in-white,PL-18,1692.24,1504.4,11.1,656,mature
FG-07420,Thermal system assembly 07420,C-SUV Gen5,Chassis & suspension,PL-14,1084.96,831.08,23.4,1266,mature
FG-07421,Chassis & suspension assembly 07421,D-Sedan,Chassis & suspension,PL-05,294.44,238.2,19.1,2931,ramp-up
FG-07422,Service kit assembly 07422,B-Hatch Facelift,Service kit,PL-06,2822.37,2105.49,25.4,118,ramp-up
FG-07423,Electrical & electronics assembly 07423,Hybrid D-Sedan,Chassis & suspension,PL-05,93.16,88.87,4.6,1678,run-out
FG-07424,Service kit assembly 07424,Hybrid D-Sedan,Interior module,PL-15,482.19,460.97,4.4,3351,run-out
FG-07425,Powertrain assembly 07425,BEV Compact,Body-in-white,PL-09,2511.16,2337.89,6.9,3046,mature
FG-07426,Chassis & suspension assembly 07426,D-Sedan,Thermal system,PL-04,3620.68,3468.61,4.2,2178,mature
FG-07427,Chassis & suspension assembly 07427,E-Van Commercial,Chassis & suspension,PL-15,2969.99,2515.58,15.3,621,run-out
FG-07428,Service kit assembly 07428,B-Hatch Facelift,Electrical & electronics,PL-05,2418.96,1894.05,21.7,413,mature
FG-07429,Interior module assembly 07429,E-Van Commercial,Exterior module,PL-12,1537.17,1234.35,19.7,3071,mature
FG-07430,Chassis & suspension assembly 07430,C-SUV Gen5,Electrical & electronics,PL-13,3260.25,2797.29,14.2,531,run-out
FG-07431,Body-in-white assembly 07431,BEV Crossover,Exterior module,PL-06,1108.38,908.87,18,1299,run-out
FG-07432,Chassis & suspension assembly 07432,C-SUV Gen5,Powertrain,PL-02,1982,1664.88,16,1066,ramp-up
FG-07433,Interior module assembly 07433,BEV Crossover,Exterior module,PL-02,1434.65,1113.29,22.4,3657,mature
FG-07434,Body-in-white assembly 07434,E-Van Commercial,Chassis & suspension,PL-03,2833.1,2444.97,13.7,1575,mature
FG-07435,Thermal system assembly 07435,Hybrid D-Sedan,Service kit,PL-02,1459.54,1131.14,22.5,3093,mature
FG-07436,Powertrain assembly 07436,D-Sedan,Electrical & electronics,PL-20,4191.08,3428.3,18.2,38,mature
FG-07437,Electrical & electronics assembly 07437,D-Sedan,Powertrain,PL-16,1656.34,1419.48,14.3,1025,mature
FG-07438,Exterior module assembly 07438,BEV Compact,Interior module,PL-04,899.28,839.03,6.7,1604,mature
FG-07439,Body-in-white assembly 07439,D-Sedan,Exterior module,PL-01,2210.22,2055.5,7,955,mature
FG-07440,Electrical & electronics assembly 07440,Hybrid D-Sedan,Interior module,PL-13,3224.03,2688.84,16.6,863,mature
FG-07441,Exterior module assembly 07441,D-Sedan,Interior module,PL-18,1200.49,1108.05,7.7,2091,run-out
FG-07442,Body-in-white assembly 07442,Hybrid D-Sedan,E-drive,PL-05,1796.88,1421.33,20.9,1936,mature
FG-07443,Powertrain assembly 07443,Aftermarket Service,Powertrain,PL-07,1092.72,1021.69,6.5,528,mature
FG-07444,Powertrain assembly 07444,BEV Crossover,Exterior module,PL-15,3191.73,2451.25,23.2,751,run-out
FG-07445,Exterior module assembly 07445,B-Hatch Facelift,Interior module,PL-03,2765.95,2619.35,5.3,1775,mature
FG-07446,Powertrain assembly 07446,BEV Compact,E-drive,PL-12,3177.06,2544.83,19.9,1347,ramp-up
FG-07447,Exterior module assembly 07447,Hybrid D-Sedan,Electrical & electronics,PL-13,3694.89,2778.56,24.8,3027,mature
FG-07448,Electrical & electronics assembly 07448,E-Van Commercial,Powertrain,PL-17,1518.1,1398.17,7.9,1934,mature
FG-07449,Thermal system assembly 07449,D-Sedan,Interior module,PL-13,287.08,221.05,23,1912,mature
FG-07450,Powertrain assembly 07450,Aftermarket Service,Powertrain,PL-14,159.01,138.82,12.7,3635,mature
FG-07451,Electrical & electronics assembly 07451,Hybrid D-Sedan,Exterior module,PL-02,2685.11,2352.16,12.4,1452,ramp-up
FG-07452,Exterior module assembly 07452,Aftermarket Service,Service kit,PL-11,1405.1,1291.29,8.1,324,ramp-up
FG-07453,Body-in-white assembly 07453,BEV Crossover,Thermal system,PL-01,3863.79,2982.85,22.8,3685,mature
FG-07454,Interior module assembly 07454,Hybrid D-Sedan,Body-in-white,PL-15,1949.97,1749.12,10.3,2495,run-out
FG-07455,Thermal system assembly 07455,E-Van Commercial,Exterior module,PL-06,2742.34,2182.9,20.4,3280,ramp-up
FG-07456,Exterior module assembly 07456,Hybrid D-Sedan,Interior module,PL-07,3522.75,2846.38,19.2,634,run-out
FG-07457,Chassis & suspension assembly 07457,Aftermarket Service,E-drive,PL-08,2366.56,1798.59,24,66,mature
FG-07458,E-drive assembly 07458,B-Hatch Facelift,Service kit,PL-20,2760.23,2064.65,25.2,427,mature
FG-07459,Thermal system assembly 07459,C-SUV Gen5,E-drive,PL-06,3936.05,2959.91,24.8,211,ramp-up
FG-07460,Body-in-white assembly 07460,C-SUV Gen4,Interior module,PL-15,1854.1,1555.59,16.1,1257,mature
FG-07461,Service kit assembly 07461,BEV Compact,Exterior module,PL-05,831.38,712.49,14.3,2282,run-out
FG-07462,Powertrain assembly 07462,Hybrid D-Sedan,Interior module,PL-14,2578.11,2428.58,5.8,1168,run-out
FG-07463,Chassis & suspension assembly 07463,Aftermarket Service,Interior module,PL-12,1726.28,1482.87,14.1,2204,mature
FG-07464,Powertrain assembly 07464,C-SUV Gen4,Exterior module,PL-02,315.27,254.11,19.4,1826,run-out
FG-07465,Interior module assembly 07465,BEV Compact,E-drive,PL-12,3839.82,3217.77,16.2,2007,mature
FG-07466,Chassis & suspension assembly 07466,Aftermarket Service,Chassis & suspension,PL-20,3015.01,2650.19,12.1,2138,mature
FG-07467,Powertrain assembly 07467,BEV Compact,Interior module,PL-03,3583.6,3160.74,11.8,3442,ramp-up
FG-07468,Powertrain assembly 07468,C-SUV Gen5,Powertrain,PL-18,290.41,268.05,7.7,3215,mature
FG-07469,Thermal system assembly 07469,Hybrid D-Sedan,Electrical & electronics,PL-16,3053.97,2418.74,20.8,1604,mature
FG-07470,Service kit assembly 07470,BEV Compact,Interior module,PL-19,3150.35,2586.44,17.9,1993,mature
FG-07471,Chassis & suspension assembly 07471,B-Hatch Facelift,Powertrain,PL-07,4059.16,3653.24,10,1237,mature
FG-07472,Body-in-white assembly 07472,C-SUV Gen5,Powertrain,PL-08,631.73,600.78,4.9,3757,mature
FG-07473,E-drive assembly 07473,Hybrid D-Sedan,Thermal system,PL-16,2146.5,1927.56,10.2,2790,mature
FG-07474,Exterior module assembly 07474,BEV Crossover,E-drive,PL-12,3686.61,2927.17,20.6,634,ramp-up
FG-07475,Electrical & electronics assembly 07475,B-Hatch Facelift,Chassis & suspension,PL-01,1404.61,1219.2,13.2,3599,mature
FG-07476,E-drive assembly 07476,Hybrid D-Sedan,Powertrain,PL-17,1814.46,1542.29,15,3026,mature
FG-07477,Chassis & suspension assembly 07477,Hybrid D-Sedan,Service kit,PL-17,180.6,139.42,22.8,2850,run-out
FG-07478,Service kit assembly 07478,D-Sedan,E-drive,PL-01,2794.3,2252.21,19.4,2980,mature
FG-07479,Thermal system assembly 07479,D-Sedan,Service kit,PL-11,1727.19,1430.11,17.2,2760,ramp-up
FG-07480,Thermal system assembly 07480,C-SUV Gen4,E-drive,PL-11,1781.91,1400.58,21.4,1836,mature
FG-07481,Powertrain assembly 07481,Hybrid D-Sedan,Exterior module,PL-17,4075,3170.35,22.2,2199,run-out
FG-07482,Chassis & suspension assembly 07482,C-SUV Gen5,Interior module,PL-04,267,225.88,15.4,68,mature
FG-07483,Electrical & electronics assembly 07483,C-SUV Gen4,Interior module,PL-13,2369.66,2177.72,8.1,1648,ramp-up
FG-07484,Service kit assembly 07484,D-Sedan,E-drive,PL-14,100.42,90.88,9.5,2244,run-out
FG-07485,Chassis & suspension assembly 07485,C-SUV Gen5,Body-in-white,PL-19,3674.02,3438.88,6.4,603,ramp-up
FG-07486,Body-in-white assembly 07486,BEV Crossover,Thermal system,PL-19,1676.32,1491.92,11,3083,ramp-up
FG-07487,Chassis & suspension assembly 07487,BEV Compact,Powertrain,PL-11,220.33,205.35,6.8,2538,mature
FG-07488,Body-in-white assembly 07488,C-SUV Gen4,Thermal system,PL-08,2114.37,1896.59,10.3,3763,mature
FG-07489,Interior module assembly 07489,E-Van Commercial,E-drive,PL-18,832.47,765.04,8.1,960,mature
FG-07490,Thermal system assembly 07490,BEV Crossover,Chassis & suspension,PL-03,1751.93,1566.23,10.6,1760,run-out
FG-07491,Exterior module assembly 07491,Aftermarket Service,Service kit,PL-18,4178.07,3133.55,25,3277,run-out
FG-07492,E-drive assembly 07492,Aftermarket Service,Service kit,PL-15,2326.21,2035.43,12.5,3369,run-out
FG-07493,Interior module assembly 07493,BEV Compact,Service kit,PL-16,1105.75,1029.45,6.9,1735,mature
FG-07494,Interior module assembly 07494,C-SUV Gen5,Chassis & suspension,PL-15,1001.53,797.22,20.4,2202,run-out
FG-07495,Exterior module assembly 07495,Hybrid D-Sedan,Interior module,PL-17,1912.29,1508.8,21.1,1061,mature
FG-07496,Body-in-white assembly 07496,Hybrid D-Sedan,E-drive,PL-16,1016.42,951.37,6.4,3057,mature
FG-07497,Electrical & electronics assembly 07497,D-Sedan,Powertrain,PL-05,1284.79,1065.09,17.1,745,ramp-up
FG-07498,E-drive assembly 07498,D-Sedan,Service kit,PL-07,1555.87,1492.08,4.1,409,ramp-up
FG-07499,Electrical & electronics assembly 07499,B-Hatch Facelift,Powertrain,PL-19,1412.93,1270.22,10.1,3780,mature
FG-07500,Exterior module assembly 07500,BEV Crossover,Interior module,PL-11,88.52,82.94,6.3,2284,mature
FG-07501,Exterior module assembly 07501,B-Hatch Facelift,Body-in-white,PL-07,1861.07,1459.08,21.6,2720,ramp-up
FG-07502,Powertrain assembly 07502,Hybrid D-Sedan,Electrical & electronics,PL-16,3013.78,2552.67,15.3,1184,mature
FG-07503,Interior module assembly 07503,BEV Compact,E-drive,PL-05,1905.51,1524.41,20,3548,mature
FG-07504,Body-in-white assembly 07504,Pickup Midsize,E-drive,PL-19,3069.09,2884.94,6,1745,mature
FG-07505,Service kit assembly 07505,B-Hatch Facelift,Electrical & electronics,PL-11,2871.62,2412.16,16,393,mature
FG-07506,Interior module assembly 07506,C-SUV Gen4,Chassis & suspension,PL-15,2442.08,1929.24,21,3007,ramp-up
FG-07507,Interior module assembly 07507,D-Sedan,Service kit,PL-04,2161.07,1616.48,25.2,3174,ramp-up
FG-07508,Service kit assembly 07508,Pickup Midsize,Exterior module,PL-19,2642.75,2032.27,23.1,3379,run-out
FG-07509,Body-in-white assembly 07509,D-Sedan,Electrical & electronics,PL-17,3899,3555.89,8.8,976,run-out
FG-07510,Thermal system assembly 07510,Pickup Midsize,Chassis & suspension,PL-17,2685.68,2352.66,12.4,1819,mature
FG-07511,Body-in-white assembly 07511,C-SUV Gen5,Powertrain,PL-16,496.21,432.2,12.9,1036,mature
FG-07512,Chassis & suspension assembly 07512,D-Sedan,Chassis & suspension,PL-07,1427.19,1270.2,11,2800,mature
FG-07513,Powertrain assembly 07513,C-SUV Gen4,Chassis & suspension,PL-13,4071.34,3216.36,21,3466,ramp-up
FG-07514,Thermal system assembly 07514,D-Sedan,Thermal system,PL-13,4057.53,3895.23,4,2363,mature
FG-07515,Exterior module assembly 07515,C-SUV Gen4,Exterior module,PL-07,3083.07,2922.75,5.2,2424,mature
FG-07516,Interior module assembly 07516,B-Hatch Facelift,E-drive,PL-20,3663.1,3201.55,12.6,646,mature
FG-07517,E-drive assembly 07517,BEV Compact,Service kit,PL-17,2062.3,1637.47,20.6,2430,ramp-up
FG-07518,Powertrain assembly 07518,Hybrid D-Sedan,Electrical & electronics,PL-14,183.61,161.03,12.3,3062,mature
FG-07519,Body-in-white assembly 07519,Aftermarket Service,E-drive,PL-16,3174.34,2707.71,14.7,634,mature
FG-07520,Chassis & suspension assembly 07520,BEV Compact,Interior module,PL-14,2749.27,2567.82,6.6,2577,run-out
FG-07521,Electrical & electronics assembly 07521,Hybrid D-Sedan,Exterior module,PL-13,246.09,221.48,10,3129,ramp-up
FG-07522,Interior module assembly 07522,E-Van Commercial,Exterior module,PL-10,2932.97,2601.54,11.3,3578,ramp-up
FG-07523,Electrical & electronics assembly 07523,E-Van Commercial,Powertrain,PL-07,1878.25,1450.01,22.8,3438,mature
FG-07524,Electrical & electronics assembly 07524,Hybrid D-Sedan,Service kit,PL-02,2017.49,1662.41,17.6,367,ramp-up
FG-07525,Chassis & suspension assembly 07525,BEV Compact,Exterior module,PL-19,542.48,518.07,4.5,2610,mature
FG-07526,Powertrain assembly 07526,C-SUV Gen5,Thermal system,PL-11,867.67,686.33,20.9,1033,mature
FG-07527,Thermal system assembly 07527,BEV Crossover,Body-in-white,PL-15,4003.6,3054.75,23.7,2833,ramp-up
FG-07528,Powertrain assembly 07528,C-SUV Gen4,Body-in-white,PL-18,2267.62,2136.1,5.8,2158,mature
FG-07529,E-drive assembly 07529,C-SUV Gen4,Thermal system,PL-19,261.78,235.34,10.1,1055,mature
FG-07530,E-drive assembly 07530,Hybrid D-Sedan,Interior module,PL-03,792.87,644.6,18.7,1352,mature
FG-07531,Chassis & suspension assembly 07531,BEV Crossover,Service kit,PL-06,1439.71,1089.86,24.3,1509,ramp-up
FG-07532,E-drive assembly 07532,E-Van Commercial,Service kit,PL-15,1767.58,1398.16,20.9,2206,mature
FG-07533,Thermal system assembly 07533,E-Van Commercial,Thermal system,PL-05,414.83,317.34,23.5,1772,mature
FG-07534,E-drive assembly 07534,C-SUV Gen5,Powertrain,PL-14,2826.73,2665.61,5.7,357,mature
FG-07535,E-drive assembly 07535,Aftermarket Service,Chassis & suspension,PL-11,2241.46,1748.34,22,1507,mature
FG-07536,Exterior module assembly 07536,BEV Crossover,Powertrain,PL-04,408.31,388.71,4.8,3571,mature
FG-07537,Chassis & suspension assembly 07537,BEV Compact,Thermal system,PL-01,1558.04,1400.68,10.1,3643,mature
FG-07538,Thermal system assembly 07538,Hybrid D-Sedan,Thermal system,PL-10,400.48,371.65,7.2,2675,ramp-up
FG-07539,Body-in-white assembly 07539,C-SUV Gen5,Exterior module,PL-13,1544.27,1465.51,5.1,436,ramp-up
FG-07540,Interior module assembly 07540,Hybrid D-Sedan,Powertrain,PL-16,3858.81,3449.78,10.6,2990,ramp-up
FG-07541,Thermal system assembly 07541,BEV Crossover,Interior module,PL-19,3793.35,3258.49,14.1,1115,mature
FG-07542,Thermal system assembly 07542,Pickup Midsize,Thermal system,PL-17,1033.4,974.5,5.7,2827,run-out
FG-07543,E-drive assembly 07543,C-SUV Gen5,Thermal system,PL-03,2339.12,1901.7,18.7,2818,run-out
FG-07544,E-drive assembly 07544,C-SUV Gen5,Chassis & suspension,PL-20,2791.12,2640.4,5.4,2225,mature
FG-07545,Service kit assembly 07545,C-SUV Gen4,Powertrain,PL-18,2613.27,2500.9,4.3,3113,ramp-up
FG-07546,Thermal system assembly 07546,D-Sedan,Powertrain,PL-18,1402.79,1296.18,7.6,358,mature
FG-07547,Powertrain assembly 07547,Hybrid D-Sedan,Powertrain,PL-01,3007.52,2691.73,10.5,1182,mature
FG-07548,Thermal system assembly 07548,D-Sedan,Interior module,PL-06,1965.34,1491.69,24.1,494,ramp-up
FG-07549,Body-in-white assembly 07549,BEV Crossover,Service kit,PL-09,1365.82,1278.41,6.4,2784,mature
FG-07550,Chassis & suspension assembly 07550,Pickup Midsize,Interior module,PL-17,3964.03,3123.66,21.2,3615,mature
FG-07551,E-drive assembly 07551,E-Van Commercial,Powertrain,PL-17,1476.53,1374.65,6.9,2531,ramp-up
FG-07552,Interior module assembly 07552,C-SUV Gen4,Exterior module,PL-01,3609.61,3068.17,15,2038,run-out
FG-07553,Chassis & suspension assembly 07553,Pickup Midsize,Electrical & electronics,PL-11,2944.61,2517.64,14.5,192,mature
FG-07554,Service kit assembly 07554,BEV Compact,Body-in-white,PL-17,330.53,290.21,12.2,3281,mature
FG-07555,Chassis & suspension assembly 07555,E-Van Commercial,Exterior module,PL-09,3528.78,2643.06,25.1,1876,ramp-up
FG-07556,Exterior module assembly 07556,B-Hatch Facelift,Body-in-white,PL-12,3265.11,2726.37,16.5,997,ramp-up
FG-07557,Electrical & electronics assembly 07557,C-SUV Gen5,Exterior module,PL-12,1478.76,1274.69,13.8,2309,mature
FG-07558,Electrical & electronics assembly 07558,BEV Crossover,Thermal system,PL-18,358.75,307.81,14.2,2623,mature
FG-07559,Electrical & electronics assembly 07559,BEV Crossover,Powertrain,PL-05,2027.41,1885.49,7,1138,ramp-up
FG-07560,Electrical & electronics assembly 07560,Pickup Midsize,Powertrain,PL-06,2251.08,1699.57,24.5,312,mature
FG-07561,Powertrain assembly 07561,E-Van Commercial,Electrical & electronics,PL-09,3107.95,2365.15,23.9,335,mature
